file,locatie,external_id,x_coord,y_coord,ground_elev,top_filter,bottom_filter
B40A0400003_1020_40AP0400003.csv,B40A0400,40AP0400003,183258.0,439652.0,800.0,-3800.0,-4000.0
B40A0400005_1020_40AP0400005.csv,B40A0400,40AP0400005,183258.0,439652.0,800.0,-8200.0,-8400.0
B40A0400007_1020_40AP0400007.csv,B40A0400,40AP0400007,183258.0,439652.0,800.0,-13600.0,-13800.0
B40A0400008_1020_40AP0400008.csv,B40A0400,40AP0400008,183258.0,439652.0,800.0,-18100.0,-18300.0
B40A0422001_1021_40AP0422001.csv,B40A0422,40AP0422001,181871.92,438508.64,791.6,-808.4,-1008.4
B40A0422002_1021_40AP0422002.csv,B40A0422,40AP0422002,181871.92,438508.64,791.6,-4608.4,-4808.4
B40A0423001_1021_40AP0423001.csv,B40A0423,40AP0423001,182099.86,441080.51,1090.7,90.7,-109.3
B40A0423004_1021_40AP0423004.csv,B40A0423,40AP0423004,182099.86,441080.51,1090.7,-6509.3,-6709.3
B40A0439001_1020_40AP0439001.csv,B40A0439,40AP0439001,189530.38,438743.75,885.0,224.0,124.0
B40A0439002_1020_40AP0439002.csv,B40A0439,40AP0439002,189530.38,438743.75,885.0,-705.0,-805.0
B40A0439003_1020_40AP0439003.csv,B40A0439,40AP0439003,189530.38,438743.75,885.0,-5305.0,-5405.0
B40A0439004_1020_40AP0439004.csv,B40A0439,40AP0439004,189530.38,438743.75,885.0,-6905.0,-7005.0
B40A0441001_1029_40AP0441001.csv,B40A0441,40AP0441001,189493.2,440824.3,992.1,-1009.9,-1109.9
B40A0441002_1029_40AP0441002.csv,B40A0441,40AP0441002,189493.2,440824.3,992.1,-3109.9,-3209.9
B40A0441003_1029_40AP0441003.csv,B40A0441,40AP0441003,189493.2,440824.3,992.1,-4909.9,-5009.9
B40A0442001_1029_40AP0442001.csv,B40A0442,40AP0442001,188300.0,440500.0,859.2,-1373.8,-1473.8
B40A0442002_1029_40AP0442002.csv,B40A0442,40AP0442002,188300.0,440500.0,859.2,-3427.8,-3527.8
B40A0442003_1029_40AP0442003.csv,B40A0442,40AP0442003,188300.0,440500.0,859.2,-5029.8,-5129.8
B40A0443001_1029_40AP0443001.csv,B40A0443,40AP0443001,188135.4,442111.6,925.2,-1082.8,-1182.8
B40A0443002_1029_40AP0443002.csv,B40A0443,40AP0443002,188135.4,442111.6,925.2,-3082.8,-3182.8
B40A0443003_1029_40AP0443003.csv,B40A0443,40AP0443003,188135.4,442111.6,925.2,-5082.8,-5182.8
B40A0534001_1021_40AP0534001.csv,B40A0534,40AP0534001,183034.343,437893.3631,851.5,-248.5,-340.5
B40A0534002_1021_40AP0534002.csv,B40A0534,40AP0534002,183034.343,437893.3631,851.5,-3746.5,-3838.5
B40A0535001_1021_40AP0535001.csv,B40A0535,40AP0535001,182645.13,438754.24,780.9,-1134.1,-1226.1
B40A0535002_1021_40AP0535002.csv,B40A0535,40AP0535002,182645.13,438754.24,780.9,-3938.1,-4030.1
B40A0538001_1021_40AP0538001.csv,B40A0538,40AP0538001,181010.0,437730.0,775.2,250.2,158.2
B40A0538003_1021_40AP0538003.csv,B40A0538,40AP0538003,181010.0,437730.0,775.2,-3848.8,-3940.8
B40A0562001_1021_40AP0562001.csv,B40A0562,40AP0562001,183297.7,441101.03,879.4,381.4,172.4
B40A0603001_1020_40AP0024001.csv,B40A0603,40AP0024001,182866.05,439537.1,789.0,639.0,539.0
B40A0603002_1020_40AP0024002.csv,B40A0603,40AP0024002,182866.05,439537.1,789.0,339.0,239.0
B40A0606001_1020_40AP0031001.csv,B40A0606,40AP0031001,183469.4,439857.2,786.0,223.0,123.0
B40A0608001_1020_40AP0035001.csv,B40A0608,40AP0035001,184760.0,439390.0,804.0,629.0,529.0
B40A0608002_1020_40AP0035002.csv,B40A0608,40AP0035002,184760.0,439390.0,804.0,344.0,244.0
B40A0609001_1020_40AP0038001.csv,B40A0609,40AP0038001,185480.0,439530.0,868.0,718.0,618.0
B40A0609002_1020_40AP0038002.csv,B40A0609,40AP0038002,185480.0,439530.0,868.0,418.0,318.0
B40A0611001_1031_40AP0042001.csv,B40A0611,40AP0042001,184033.41,438078.76,822.9,467.9,367.9
B40A0611002_1031_40AP0042002.csv,B40A0611,40AP0042002,184033.41,438078.76,822.9,372.9,272.9
B40A0613001_1020_40AP0053001.csv,B40A0613,40AP0053001,185250.0,438270.0,841.0,691.0,591.0
B40A0613002_1020_40AP0053002.csv,B40A0613,40AP0053002,185250.0,438270.0,841.0,441.0,341.0
B40A0614001_1020_40AP0054001.csv,B40A0614,40AP0054001,187590.0,439410.0,941.0,698.0,598.0
B40A0617001_1029_40AP9006001.csv,B40A0617,40AP9006001,189772.1,440052.0,915.2,315.2,215.2
B40A0620001_1020_40AP0620001.csv,B40A0620,40AP0620001,188201.0,437900.0,894.0,101.0,1.0
B40A0620002_1020_40AP0620002.csv,B40A0620,40AP0620002,188201.0,437900.0,894.0,-1304.0,-1404.0
B40A0620003_1020_40AP0620003.csv,B40A0620,40AP0620003,188201.0,437900.0,894.0,-4762.0,-4862.0
B40A0621001_1021_40A-0621001.csv,B40A0621,40A-0621001,183767.48,438616.05,759.9,558.9,458.9
B40A0621002_1021_40A-0621002.csv,B40A0621,40A-0621002,183767.48,438616.05,759.9,-748.1,-948.1
B40A0621003_1021_40A-0621003.csv,B40A0621,40A-0621003,183767.48,438616.05,759.9,-3512.1,-3712.1
B40A0632001_1020_40AL0021001.csv,B40A0632,40AL0021001,185480.0,437540.0,835.0,585.0,535.0
B40A0643001_1020_40AL0036001.csv,B40A0643,40AL0036001,185220.0,439020.0,849.0,749.0,649.0
B40A0644001_1020_40AL0037001.csv,B40A0644,40AL0037001,185220.0,439020.0,849.0,514.0,414.0
B40A0649001_1021_40AL0045001.csv,B40A0649,40AL0045001,183070.99,437851.16,852.0,472.0,372.0
B40A0650001_1021_40AL0046001.csv,B40A0650,40AL0046001,181866.1,438501.76,784.3,644.3,544.3
B40A0651001_1021_40AL0047001.csv,B40A0651,40AL0047001,182120.16,441081.07,1073.5,898.5,798.5
B40A0662001_1020_40AL0400001.csv,B40A0662,40AL0400001,183262.0,439671.0,808.0,673.0,573.0
B40A0663001_1020_40AL0416001.csv,B40A0663,40AL0416001,189455.0,438730.0,871.0,634.0,534.0
B40A0664001_1021_40AL0535001.csv,B40A0664,40AL0535001,182644.82,438754.43,778.6,677.6,585.6
B40A0666001_1021_40AL0538001.csv,B40A0666,40AL0538001,181015.0,437730.0,773.0,660.0,568.0
B40A0681001_1020_40A-0681001.csv,B40A0681,40A-0681001,184648.39,439773.62,788.0,799.0,599.0
B40A0681002_1020_40A-0681002.csv,B40A0681,40A-0681002,184648.39,439773.62,788.0,438.0,238.0
B40A0683001_1020_40A-0683001.csv,B40A0683,40A-0683001,185360.0,440260.0,843.0,791.0,591.0
B40A0683002_1020_40A-0683002.csv,B40A0683,40A-0683002,185360.0,440260.0,843.0,476.0,276.0
B40A0684001_1021_40A-0684001.csv,B40A0684,40A-0684001,182800.35,438349.39,824.4,413.4,213.4
B40A0685001_1031_40A-0685001.csv,B40A0685,40A-0685001,184574.0,440190.0,813.0,760.0,560.0
B40A0685002_1031_40A-0685002.csv,B40A0685,40A-0685002,184574.0,440190.0,813.0,386.0,186.0
B40A0686001_1021_40A-0686001.csv,B40A0686,40A-0686001,182653.2,440313.8,778.7,716.7,516.7
B40A0686002_1021_40A-0686002.csv,B40A0686,40A-0686002,182653.2,440313.8,778.7,341.7,141.7
B40A0687001_1021_40A-0687001.csv,B40A0687,40A-0687001,182047.55,440522.56,806.0,739.0,539.0
B40A0687002_1021_40A-0687002.csv,B40A0687,40A-0687002,182047.55,440522.56,806.0,355.0,155.0
B40A0689001_1021_40A-0689001.csv,B40A0689,40A-0689001,180224.35,440900.34,799.0,343.0,143.0
B40A2135001_1031_40A-2135001.csv,B40A2135,40A-2135001,184336.0,441237.0,863.0,759.0,659.0
B40A2135002_1031_40A-2135002.csv,B40A2135,40A-2135002,184336.0,441237.0,863.0,407.0,307.0
B40A2136001_1035_40A-2136001.csv,B40A2136,40A-2136001,183927.0,441436.0,928.0,856.0,756.0
B40A2136002_1035_40A-2136002.csv,B40A2136,40A-2136002,183927.0,441436.0,928.0,705.0,605.0
B40A2137001_1034_40A-2137001.csv,B40A2137,40A-2137001,180690.0,440502.0,791.0,686.0,586.0
B40A2137002_1034_40A-2137002.csv,B40A2137,40A-2137002,180690.0,440502.0,791.0,335.0,235.0
B40A2138001_1035_40A-2138001.csv,B40A2138,40A-2138001,186971.0,437636.0,906.0,718.0,618.0
B40A2139001_1031_40A-2139001.csv,B40A2139,40A-2139001,184424.0,440917.0,878.0,787.0,687.0
B40A2139002_1031_40A-2139002.csv,B40A2139,40A-2139002,184424.0,440917.0,878.0,536.0,436.0
B40A2141001_1034_40A-2141001.csv,B40A2141,40A-2141001,180394.0,439485.0,725.0,733.0,633.0
B40A2141002_1034_40A-2141002.csv,B40A2141,40A-2141002,180394.0,439485.0,725.0,431.0,331.0
B40A2159002_1031_40A-2159002.csv,B40A2159,40A-2159002,184820.0,441730.0,897.0,157.0,-43.0
B40A2159003_1031_40A-2159003.csv,B40A2159,40A-2159003,184820.0,441730.0,897.0,-3145.0,-3345.0
B40A2160001_1031_40A-2160001.csv,B40A2160,40A-2160001,183770.0,439700.0,801.0,690.0,490.0
B40A2160002_1031_40A-2160002.csv,B40A2160,40A-2160002,183770.0,439700.0,801.0,-486.0,-686.0
B40A2160003_1031_40A-2160003.csv,B40A2160,40A-2160003,183770.0,439700.0,801.0,-3377.0,-3577.0
B40A2161001_1021_40A-2161001.csv,B40A2161,40A-2161001,183410.346,439336.219,772.3,286.3,86.3
B40A2161002_1021_40A-2161002.csv,B40A2161,40A-2161002,183410.346,439336.219,772.3,-512.7,-712.7
B40A2161003_1021_40A-2161003.csv,B40A2161,40A-2161003,183410.346,439336.219,772.3,-3507.7,-3707.7
B40B0303001_1029_40BP0303001.csv,B40B0303,40BP0303001,191038.6,440517.1,1008.9,-1388.1,-1588.1
B40B0303002_1029_40BP0303002.csv,B40B0303,40BP0303002,191038.6,440517.1,1008.9,-4188.1,-4388.1
B40B0303003_1029_40BP0303003.csv,B40B0303,40BP0303003,191038.6,440517.1,1008.9,-5688.1,-5888.1
B40B0303004_1029_40BP0303004.csv,B40B0303,40BP0303004,191038.6,440517.1,1008.9,-9188.1,-9388.1
B40B0303005_1029_40BP0303005.csv,B40B0303,40BP0303005,191038.6,440517.1,1008.9,-11388.1,-11588.1
B40B0310001_1029_40BP0310001.csv,B40B0310,40BP0310001,191007.3,440445.4,1019.2,719.2,519.2
B40B0310002_1029_40BP0310002.csv,B40B0310,40BP0310002,191007.3,440445.4,1019.2,-3180.8,-3380.8
B40B0310003_1029_40BP0310003.csv,B40B0310,40BP0310003,191007.3,440445.4,1019.2,-4780.8,-4980.8
B40B0311001_1029_40BP0311001.csv,B40B0311,40BP0311001,190987.8,440399.1,1083.8,787.8,587.8
B40B0311002_1029_40BP0311002.csv,B40B0311,40BP0311002,190987.8,440399.1,1083.8,-3112.2,-3312.2
B40B0311003_1029_40BP0311003.csv,B40B0311,40BP0311003,190987.8,440399.1,1083.8,-4212.2,-4412.2
B40B0338001_1029_40BP0338001.csv,B40B0338,40BP0338001,192002.4,441109.8,1082.0,-1224.0,-1324.0
B40B0338002_1029_40BP0338002.csv,B40B0338,40BP0338002,192002.4,441109.8,1082.0,-3224.0,-3324.0
B40B0338003_1029_40BP0338003.csv,B40B0338,40BP0338003,192002.4,441109.8,1082.0,-5024.0,-5124.0
B40B0339001_1029_40BP0339001.csv,B40B0339,40BP0339001,192166.0,438557.0,969.5,157.5,57.5
B40B0341001_1029_40BP0341001.csv,B40B0341,40BP0341001,191687.8,439610.6,1008.8,-998.2,-1098.2
B40B0341002_1029_40BP0341002.csv,B40B0341,40BP0341002,191687.8,439610.6,1008.8,-2998.2,-3098.2
B40B0341003_1029_40BP0341003.csv,B40B0341,40BP0341003,191687.8,439610.6,1008.8,-4998.2,-5098.2
B40B0342001_1029_40BP0342001.csv,B40B0342,40BP0342001,191347.9,440136.2,1087.0,-951.0,-1051.0
B40B0342002_1029_40BP0342002.csv,B40B0342,40BP0342002,191347.9,440136.2,1087.0,-3071.0,-3171.0
B40B0342003_1029_40BP0342003.csv,B40B0342,40BP0342003,191347.9,440136.2,1087.0,-4858.0,-4958.0
B40B0343001_1029_40BP0343001.csv,B40B0343,40BP0343001,190662.1,439929.4,1037.9,-1012.1,-1112.1
B40B0343002_1029_40BP0343002.csv,B40B0343,40BP0343002,190662.1,439929.4,1037.9,-3012.1,-3112.1
B40B0343003_1029_40BP0343003.csv,B40B0343,40BP0343003,190662.1,439929.4,1037.9,-5012.1,-5112.1
B40B0349001_1029_40BP0349001.csv,B40B0349,40BP0349001,191680.2,440429.8,1011.3,508.3,308.3
B40B0349002_1029_40BP0349002.csv,B40B0349,40BP0349002,191680.2,440429.8,1011.3,-2991.7,-3191.7
B40B0349003_1029_40BP0349003.csv,B40B0349,40BP0349003,191680.2,440429.8,1011.3,-6491.7,-6691.7
B40B0349004_1029_40BP0349004.csv,B40B0349,40BP0349004,191680.2,440429.8,1011.3,-11491.7,-11691.7
B40B0349005_1029_40BP0349005.csv,B40B0349,40BP0349005,191680.2,440429.8,1011.3,-12491.7,-12691.7
B40B0376001_1029_40BP0376001.csv,B40B0376,40BP0376001,192124.5,439980.7,1008.9,478.9,278.9
B40B0376003_1029_40BP0376003.csv,B40B0376,40BP0376003,192124.5,439980.7,1008.9,-6221.1,-6421.1
B40B0376005_1029_40BP0376005.csv,B40B0376,40BP0376005,192124.5,439980.7,1008.9,-11021.1,-11221.1
B40B0378001_1029_40BP0378001.csv,B40B0378,40BP0378001,191381.6,442141.2,1086.0,405.0,205.0
B40B0378003_1029_40BP0378003.csv,B40B0378,40BP0378003,191381.6,442141.2,1086.0,-4695.0,-4895.0
B40B0378005_1029_40BP0378005.csv,B40B0378,40BP0378005,191381.6,442141.2,1086.0,-11495.0,-11695.0
B40B0379001_1020_40BP0379001.csv,B40B0379,40BP0379001,191075.0,437850.0,941.0,346.0,146.0
B40B0379003_1020_40BP0379003.csv,B40B0379,40BP0379003,191075.0,437850.0,941.0,-4854.0,-5054.0
B40B0379004_1020_40BP0379004.csv,B40B0379,40BP0379004,191075.0,437850.0,941.0,-9254.0,-9454.0
B40B0413001_1029_40BP0413001.csv,B40B0413,40BP0413001,191507.8,441185.2,1082.8,-817.2,-1017.2
B40B0413002_1029_40BP0413002.csv,B40B0413,40BP0413002,191507.8,441185.2,1082.8,-2417.2,-2617.2
B40B0413004_1029_40BP0413004.csv,B40B0413,40BP0413004,191507.8,441185.2,1082.8,-6017.2,-6217.2
B40B0415001_1031_40BP0415001.csv,B40B0415,40BP0415001,190155.0,440140.0,979.1,279.1,79.1
B40B0415004_1031_40BP0415004.csv,B40B0415,40BP0415004,190155.0,440140.0,979.1,-5420.9,-5620.9
B40B0417001_1029_40BP0417001.csv,B40B0417,40BP0417001,191392.9,440429.5,1012.7,512.7,312.7
B40B0417004_1029_40BP0417004.csv,B40B0417,40BP0417004,191392.9,440429.5,1012.7,-5287.3,-5487.3
B40B0419001_1029_40BP0419001.csv,B40B0419,40BP0419001,191829.4,442249.2,1057.0,-178.0,-378.0
B40B0419002_1029_40BP0419002.csv,B40B0419,40BP0419002,191829.4,442249.2,1057.0,-1478.0,-1678.0
B40B0419004_1029_40BP0419004.csv,B40B0419,40BP0419004,191829.4,442249.2,1057.0,-6178.0,-6378.0
B40B0420001_1029_40BP0420001.csv,B40B0420,40BP0420001,192943.5,438896.1,1043.4,243.4,43.4
B40B0422001_1031_40BP0422001.csv,B40B0422,40BP0422001,190418.8,441992.6,1025.7,25.7,-174.3
B40B0422004_1031_40BP0422004.csv,B40B0422,40BP0422004,190418.8,441992.6,1025.7,-5974.3,-6174.3
B40B0433001_1029_40BP0433001.csv,B40B0433,40BP0433001,192528.1,440952.5,1132.1,-267.9,-467.9
B40B0433004_1029_40BP0433004.csv,B40B0433,40BP0433004,192528.1,440952.5,1132.1,-5267.9,-5467.9
B40B0434001_1029_40BP0434001.csv,B40B0434,40BP0434001,193148.6,439466.7,1040.9,-459.1,-659.1
B40B0434003_1029_40BP0434003.csv,B40B0434,40BP0434003,193148.6,439466.7,1040.9,-3059.1,-3259.1
B40B0434005_1029_40BP0434005.csv,B40B0434,40BP0434005,193148.6,439466.7,1040.9,-5959.1,-6159.1
B40B0441001_1031_40BP0441001.csv,B40B0441,40BP0441001,190350.0,439600.0,939.7,337.7,237.7
B40B0441005_1031_40BP0441005.csv,B40B0441,40BP0441005,190350.0,439600.0,939.7,-10144.3,-10244.3
B40B0441006_1031_40BP0441006.csv,B40B0441,40BP0441006,190350.0,439600.0,939.7,-12125.3,-12225.3
B40B0443001_1020_40BP0443001.csv,B40B0443,40BP0443001,190680.0,437760.0,889.0,376.0,276.0
B40B0443002_1020_40BP0443002.csv,B40B0443,40BP0443002,190680.0,437760.0,889.0,-517.0,-717.0
B40B0443006_1020_40BP0443006.csv,B40B0443,40BP0443006,190680.0,437760.0,889.0,-5628.0,-5828.0
B40B0611001_1029_40BL9004001.csv,B40B0611,40BL9004001,191016.3,440467.5,1016.2,916.2,716.2
B40B1723001_1039_40B-1723001.csv,B40B1723,40B-1723001,193168.38,438018.8,1085.0,756.0,514.0
B40B1724002_1039_40B-1724002.csv,B40B1724,40B-1724002,191947.94,438278.7,1021.0,591.0,351.0
B40B1725001_1039_40B-1725001.csv,B40B1725,40B-1725001,193017.22,438626.4,1115.0,941.0,739.0
B40B1725002_1039_40B-1725002.csv,B40B1725,40B-1725002,193017.22,438626.4,1115.0,670.0,420.0
B40B1729001_1039_40B1729001.csv,B40B1729,40B1729001,192492.0,439624.0,1022.0,802.0,702.0
B40B1729002_1039_40B1729002.csv,B40B1729,40B1729002,192492.0,439624.0,1022.0,522.0,422.0
B40B1732001_1039_40B1732001.csv,B40B1732,40B1732001,192777.0,437889.0,1070.0,770.0,609.0
