Datum,Fikkersdries,Sijmons,Hemmen,Zetten,Wageningseberg,Oosterbeek
11/1/2006,1221710.33,354032.00,100751.33,96759.67,225379.33,87522.33
12/1/2006,1221710.33,354032.00,100751.33,96759.67,225379.33,87522.33
1/1/2007,1023926.67,288990.33,115504.00,175911.67,247538.67,153294.67
2/1/2007,1023926.67,288990.33,115504.00,175911.67,247538.67,153294.67
3/1/2007,1023926.67,288990.33,115504.00,175911.67,247538.67,153294.67
4/1/2007,1057771.33,297898.67,183406.67,333511.33,253938.67,166918.33
5/1/2007,1057771.33,297898.67,183406.67,333511.33,253938.67,166918.33
6/1/2007,1057771.33,297898.67,183406.67,333511.33,253938.67,166918.33
7/1/2007,973899.67,242522.00,81194.33,418807.33,235181.67,148703.33
8/1/2007,973899.67,242522.00,81194.33,418807.33,235181.67,148703.33
9/1/2007,973899.67,242522.00,81194.33,418807.33,235181.67,148703.33
10/1/2007,1009961.33,264097.67,78220.00,403038.33,239215.33,138996.33
11/1/2007,1009961.33,264097.67,78220.00,403038.33,239215.33,138996.33
12/1/2007,1009961.33,264097.67,78220.00,403038.33,239215.33,138996.33
1/1/2008,929503.33,257565.67,115537.33,400424.00,231272.67,142957.00
2/1/2008,929503.33,257565.67,115537.33,400424.00,231272.67,142957.00
3/1/2008,929503.33,257565.67,115537.33,400424.00,231272.67,142957.00
4/1/2008,955275.00,274262.33,155647.33,332239.67,269272.67,151961.67
5/1/2008,955275.00,274262.33,155647.33,332239.67,269272.67,151961.67
6/1/2008,955275.00,274262.33,155647.33,332239.67,269272.67,151961.67
7/1/2008,856711.00,252244.00,104043.33,350515.00,259127.67,132992.33
8/1/2008,856711.00,252244.00,104043.33,350515.00,259127.67,132992.33
9/1/2008,856711.00,252244.00,104043.33,350515.00,259127.67,132992.33
10/1/2008,859231.00,301731.67,93137.00,351587.67,254266.33,132869.00
11/1/2008,859231.00,301731.67,93137.00,351587.67,254266.33,132869.00
12/1/2008,859231.00,301731.67,93137.00,351587.67,254266.33,132869.00
1/1/2009,937429.67,254542.00,94401.33,344122.00,261918.00,128717.67
2/1/2009,937429.67,254542.00,94401.33,344122.00,261918.00,128717.67
3/1/2009,937429.67,254542.00,94401.33,344122.00,261918.00,128717.67
4/1/2009,1009725.00,286378.33,120462.33,358151.00,267119.33,146721.67
5/1/2009,1009725.00,286378.33,120462.33,358151.00,267119.33,146721.67
6/1/2009,1009725.00,286378.33,120462.33,358151.00,267119.33,146721.67
7/1/2009,910738.00,280052.33,151705.33,346065.33,266908.33,136686.33
8/1/2009,910738.00,280052.33,151705.33,346065.33,266908.33,136686.33
9/1/2009,910738.00,280052.33,151705.33,346065.33,266908.33,136686.33
10/1/2009,952435.33,337506.00,84990.33,327166.00,261130.67,149086.33
11/1/2009,952435.33,337506.00,84990.33,327166.00,261130.67,149086.33
12/1/2009,952435.33,337506.00,84990.33,327166.00,261130.67,149086.33
1/1/2010,923663.33,245685.00,77169.33,299776.33,257784.67,135972.33
2/1/2010,923663.33,245685.00,77169.33,299776.33,257784.67,135972.33
3/1/2010,923663.33,245685.00,77169.33,299776.33,257784.67,135972.33
4/1/2010,968657.67,271117.67,91352.00,347773.33,272100.33,151648.67
5/1/2010,968657.67,271117.67,91352.00,347773.33,272100.33,151648.67
6/1/2010,968657.67,271117.67,91352.00,347773.33,272100.33,151648.67
7/1/2010,892473.67,232753.00,96554.67,341053.67,266332.67,140949.33
8/1/2010,892473.67,232753.00,96554.67,341053.67,266332.67,140949.33
9/1/2010,892473.67,232753.00,96554.67,341053.67,266332.67,140949.33
10/1/2010,971154.33,211471.67,65589.00,301413.33,257792.00,139313.00
11/1/2010,971154.33,211471.67,65589.00,301413.33,257792.00,139313.00
12/1/2010,971154.33,211471.67,65589.00,301413.33,257792.00,139313.00
1/1/2011,947452.33,218088.67,86465.67,333968.00,264160.67,149560.33
2/1/2011,947452.33,218088.67,86465.67,333968.00,264160.67,149560.33
3/1/2011,947452.33,218088.67,86465.67,333968.00,264160.67,149560.33
4/1/2011,985883.33,266794.67,135152.33,354419.00,306386.67,161911.00
5/1/2011,985883.33,266794.67,135152.33,354419.00,306386.67,161911.00
6/1/2011,985883.33,266794.67,135152.33,354419.00,306386.67,161911.00
7/1/2011,796119.33,216763.33,154800.67,323324.00,258275.67,130246.33
8/1/2011,796119.33,216763.33,154800.67,323324.00,258275.67,130246.33
9/1/2011,796119.33,216763.33,154800.67,323324.00,258275.67,130246.33
10/1/2011,833005.00,226026.00,162684.67,298175.67,268804.67,131686.67
11/1/2011,833005.00,226026.00,162684.67,298175.67,268804.67,131686.67
12/1/2011,833005.00,226026.00,162684.67,298175.67,268804.67,131686.67
1/1/2012,875018.67,226668.00,197412.67,305287.00,260711.00,133032.00
2/1/2012,875018.67,226668.00,197412.67,305287.00,260711.00,133032.00
3/1/2012,875018.67,226668.00,197412.67,305287.00,260711.00,133032.00
4/1/2012,963857.33,232784.33,94678.33,344288.67,263636.67,141885.67
5/1/2012,963857.33,232784.33,94678.33,344288.67,263636.67,141885.67
6/1/2012,963857.33,232784.33,94678.33,344288.67,263636.67,141885.67
7/1/2012,896834.33,278500.00,156821.33,345817.67,257050.00,162360.00
8/1/2012,896834.33,278500.00,156821.33,345817.67,257050.00,162360.00
9/1/2012,896834.33,278500.00,156821.33,345817.67,257050.00,162360.00
10/1/2012,846300.00,267093.67,165308.67,343090.33,239220.33,140878.33
11/1/2012,846300.00,267093.67,165308.67,343090.33,239220.33,140878.33
12/1/2012,846300.00,267093.67,165308.67,343090.33,239220.33,140878.33
1/1/2013,869765.33,272737.00,172509.67,318593.67,244748.00,135306.67
2/1/2013,869765.33,272737.00,172509.67,318593.67,244748.00,135306.67
3/1/2013,869765.33,272737.00,172509.67,318593.67,244748.00,135306.67
4/1/2013,958912.67,275585.00,165721.67,341707.67,259595.33,161994.67
5/1/2013,958912.67,275585.00,165721.67,341707.67,259595.33,161994.67
6/1/2013,958912.67,275585.00,165721.67,341707.67,259595.33,161994.67
7/1/2013,981486.33,313190.67,167598.00,330475.67,267626.33,159375.33
8/1/2013,981486.33,313190.67,167598.00,330475.67,267626.33,159375.33
9/1/2013,981486.33,313190.67,167598.00,330475.67,267626.33,159375.33
10/1/2013,956188.67,277109.33,153598.00,290487.00,259108.33,132872.33
11/1/2013,956188.67,277109.33,153598.00,290487.00,259108.33,132872.33
12/1/2013,956188.67,277109.33,153598.00,290487.00,259108.33,132872.33
1/1/2014,0.00,0.00,0.00,0.00,,
2/1/2014,0.00,0.00,0.00,0.00,,
3/1/2014,0.00,0.00,0.00,0.00,,
4/1/2014,0.00,0.00,0.00,0.00,,
5/1/2014,0.00,0.00,0.00,0.00,,
6/1/2014,0.00,0.00,0.00,0.00,,
7/1/2014,0.00,0.00,0.00,0.00,,
8/1/2014,0.00,0.00,0.00,0.00,,
9/1/2014,0.00,0.00,0.00,0.00,,
10/1/2014,0.00,0.00,0.00,0.00,,
11/1/2014,0.00,0.00,0.00,0.00,,
12/1/2014,0.00,0.00,0.00,0.00,,
1/1/2015,0.00,0.00,0.00,0.00,,
2/1/2015,0.00,0.00,0.00,0.00,,
3/1/2015,0.00,0.00,0.00,0.00,,
4/1/2015,0.00,0.00,0.00,0.00,,
5/1/2015,0.00,0.00,0.00,0.00,,
6/1/2015,0.00,0.00,0.00,0.00,,
7/1/2015,0.00,0.00,0.00,0.00,,
8/1/2015,0.00,0.00,0.00,0.00,,
9/1/2015,0.00,0.00,0.00,0.00,,
10/1/2015,0.00,0.00,0.00,0.00,,
11/1/2015,0.00,0.00,0.00,0.00,,
12/1/2015,0.00,0.00,0.00,0.00,,
,,32011161.00,,,,
