Titel: ART_DIVER
Gebruikersnaam: 
Periode aangevraagd:
Datum: 2021/11/03 10:42:44
Referentie: cm NAP

LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,KABELLENGTE,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
HEM-P00-31003,003,HEM-P00-31-3,175967,439215,0,,0,,-5350,-5550,1900/01/01,2007/02/09
HEM-P00-31003,003,HEM-P00-31-3,175967,439215,0,,0,1016,-5350,-5550,2007/02/09,2007/02/15
HEM-P00-31003,003,HEM-P00-31-3,175967,439215,0,,0,1013,-5350,-5550,2007/02/15,

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (cm NAP),BIJZONDERHEID
HEM-P00-31003,003,2007/02/16 10:00:00,-100.1,reliable   
HEM-P00-31003,003,2007/02/16 10:15:00,  -100,reliable   
HEM-P00-31003,003,2007/02/16 10:30:00,-100.2,reliable   
HEM-P00-31003,003,2007/02/16 10:45:00,-100.2,reliable   
HEM-P00-31003,003,2007/02/16 11:00:00,-100.1,reliable   
HEM-P00-31003,003,2007/02/16 11:15:00, -99.4,reliable   
HEM-P00-31003,003,2007/02/16 11:30:00, -99.3,reliable   
HEM-P00-31003,003,2007/02/16 11:45:00, -99.6,reliable   
HEM-P00-31003,003,2007/02/16 12:00:00, -99.5,reliable   
HEM-P00-31003,003,2007/02/16 12:15:00, -99.6,reliable   
HEM-P00-31003,003,2007/02/16 12:30:00, -99.4,reliable   
HEM-P00-31003,003,2007/02/16 12:45:00, -99.2,reliable   
HEM-P00-31003,003,2007/02/16 13:00:00, -99.4,reliable   
HEM-P00-31003,003,2007/02/16 13:15:00, -99.3,reliable   
HEM-P00-31003,003,2007/02/16 13:30:00, -99.2,reliable   
HEM-P00-31003,003,2007/02/16 13:45:00, -99.4,reliable   
HEM-P00-31003,003,2007/02/16 14:00:00, -99.3,reliable   
HEM-P00-31003,003,2007/02/16 14:15:00, -99.1,reliable   
HEM-P00-31003,003,2007/02/16 14:30:00,   -99,reliable   
HEM-P00-31003,003,2007/02/16 14:45:00, -98.5,reliable   
HEM-P00-31003,003,2007/02/16 15:00:00, -98.6,reliable   
HEM-P00-31003,003,2007/02/16 15:15:00, -98.2,reliable   
HEM-P00-31003,003,2007/02/16 15:30:00, -98.4,reliable   
HEM-P00-31003,003,2007/02/16 15:45:00, -98.3,reliable   
HEM-P00-31003,003,2007/02/16 16:00:00, -98.5,reliable   
HEM-P00-31003,003,2007/02/16 16:15:00, -98.1,reliable   
HEM-P00-31003,003,2007/02/16 16:30:00, -98.3,reliable   
HEM-P00-31003,003,2007/02/16 16:45:00, -97.9,reliable   
HEM-P00-31003,003,2007/02/16 17:00:00, -98.1,reliable   
HEM-P00-31003,003,2007/02/16 17:15:00, -98.1,reliable   
HEM-P00-31003,003,2007/02/16 17:30:00, -98.3,reliable   
HEM-P00-31003,003,2007/02/16 17:45:00,   -98,reliable   
HEM-P00-31003,003,2007/02/16 18:00:00, -97.9,reliable   
HEM-P00-31003,003,2007/02/16 18:15:00, -97.6,reliable   
HEM-P00-31003,003,2007/02/16 18:30:00, -97.9,reliable   
HEM-P00-31003,003,2007/02/16 18:45:00, -97.9,reliable   
HEM-P00-31003,003,2007/02/16 19:00:00, -97.8,reliable   
HEM-P00-31003,003,2007/02/16 19:15:00, -98.1,reliable   
HEM-P00-31003,003,2007/02/16 19:30:00,   -98,reliable   
HEM-P00-31003,003,2007/02/16 19:45:00,   -98,reliable   
HEM-P00-31003,003,2007/02/16 20:00:00, -98.3,reliable   
HEM-P00-31003,003,2007/02/16 20:15:00,   -98,reliable   
HEM-P00-31003,003,2007/02/16 20:30:00, -97.7,reliable   
HEM-P00-31003,003,2007/02/16 20:45:00, -98.1,reliable   
HEM-P00-31003,003,2007/02/16 21:00:00, -97.8,reliable   
HEM-P00-31003,003,2007/02/16 21:15:00, -98.4,reliable   
HEM-P00-31003,003,2007/02/16 21:30:00,   -98,reliable   
HEM-P00-31003,003,2007/02/16 21:45:00, -97.6,reliable   
HEM-P00-31003,003,2007/02/16 22:00:00, -97.5,reliable   
HEM-P00-31003,003,2007/02/16 22:15:00, -97.5,reliable   
HEM-P00-31003,003,2007/02/16 22:30:00, -97.4,reliable   
HEM-P00-31003,003,2007/02/16 22:45:00, -97.1,reliable   
HEM-P00-31003,003,2007/02/16 23:00:00, -97.6,reliable   
HEM-P00-31003,003,2007/02/16 23:15:00, -97.5,reliable   
HEM-P00-31003,003,2007/02/16 23:30:00, -97.7,reliable   
HEM-P00-31003,003,2007/02/16 23:45:00, -97.6,reliable   
HEM-P00-31003,003,2007/02/17 00:00:00, -97.4,reliable   
HEM-P00-31003,003,2007/02/17 00:15:00, -97.4,reliable   
HEM-P00-31003,003,2007/02/17 00:30:00, -97.4,reliable   
HEM-P00-31003,003,2007/02/17 00:45:00, -97.3,reliable   
HEM-P00-31003,003,2007/02/17 01:00:00, -96.9,reliable   
HEM-P00-31003,003,2007/02/17 01:15:00, -97.3,reliable   
HEM-P00-31003,003,2007/02/17 01:30:00, -97.2,reliable   
HEM-P00-31003,003,2007/02/17 01:45:00, -97.1,reliable   
HEM-P00-31003,003,2007/02/17 02:00:00, -97.1,reliable   
HEM-P00-31003,003,2007/02/17 02:15:00, -96.6,reliable   
HEM-P00-31003,003,2007/02/17 02:30:00, -96.5,reliable   
HEM-P00-31003,003,2007/02/17 02:45:00, -96.4,reliable   
HEM-P00-31003,003,2007/02/17 03:00:00, -96.3,reliable   
HEM-P00-31003,003,2007/02/17 03:15:00, -96.8,reliable   
HEM-P00-31003,003,2007/02/17 03:30:00, -96.4,reliable   
HEM-P00-31003,003,2007/02/17 03:45:00, -96.5,reliable   
HEM-P00-31003,003,2007/02/17 04:00:00, -96.4,reliable   
HEM-P00-31003,003,2007/02/17 04:15:00, -96.7,reliable   
HEM-P00-31003,003,2007/02/17 04:30:00, -96.1,reliable   
HEM-P00-31003,003,2007/02/17 04:45:00,   -96,reliable   
HEM-P00-31003,003,2007/02/17 05:00:00, -95.9,reliable   
HEM-P00-31003,003,2007/02/17 05:15:00, -96.1,reliable   
HEM-P00-31003,003,2007/02/17 05:30:00,   -96,reliable   
HEM-P00-31003,003,2007/02/17 05:45:00, -95.4,reliable   
HEM-P00-31003,003,2007/02/17 06:00:00, -95.7,reliable   
HEM-P00-31003,003,2007/02/17 06:15:00, -95.2,reliable   
HEM-P00-31003,003,2007/02/17 06:30:00, -95.5,reliable   
HEM-P00-31003,003,2007/02/17 06:45:00, -95.4,reliable   
HEM-P00-31003,003,2007/02/17 07:00:00, -95.4,reliable   
HEM-P00-31003,003,2007/02/17 07:15:00, -95.1,reliable   
HEM-P00-31003,003,2007/02/17 07:30:00, -95.3,reliable   
HEM-P00-31003,003,2007/02/17 07:45:00, -95.5,reliable   
HEM-P00-31003,003,2007/02/17 08:00:00, -95.7,reliable   
HEM-P00-31003,003,2007/02/17 08:15:00, -95.5,reliable   
HEM-P00-31003,003,2007/02/17 08:30:00, -95.4,reliable   
HEM-P00-31003,003,2007/02/17 08:45:00, -95.3,reliable   
HEM-P00-31003,003,2007/02/17 09:00:00, -95.2,reliable   
HEM-P00-31003,003,2007/02/17 09:15:00, -95.1,reliable   
HEM-P00-31003,003,2007/02/17 09:30:00, -95.1,reliable   
HEM-P00-31003,003,2007/02/17 09:45:00,   -95,reliable   
HEM-P00-31003,003,2007/02/17 10:00:00,   -95,reliable   
HEM-P00-31003,003,2007/02/17 10:15:00,   -95,reliable   
HEM-P00-31003,003,2007/02/17 10:30:00, -94.9,reliable   
HEM-P00-31003,003,2007/02/17 10:45:00, -94.9,reliable   
HEM-P00-31003,003,2007/02/17 11:00:00,   -95,reliable   
HEM-P00-31003,003,2007/02/17 11:15:00, -94.6,reliable   
HEM-P00-31003,003,2007/02/17 11:30:00, -95.1,reliable   
HEM-P00-31003,003,2007/02/17 11:45:00, -95.1,reliable   
HEM-P00-31003,003,2007/02/17 12:00:00, -94.8,reliable   
HEM-P00-31003,003,2007/02/17 12:15:00, -94.7,reliable   
HEM-P00-31003,003,2007/02/17 12:30:00, -94.7,reliable   
HEM-P00-31003,003,2007/02/17 12:45:00, -94.7,reliable   
HEM-P00-31003,003,2007/02/17 13:00:00, -94.7,reliable   
HEM-P00-31003,003,2007/02/17 13:15:00, -94.6,reliable   
HEM-P00-31003,003,2007/02/17 13:30:00, -94.3,reliable   
HEM-P00-31003,003,2007/02/17 13:45:00, -94.2,reliable   
HEM-P00-31003,003,2007/02/17 14:00:00, -94.2,reliable   
HEM-P00-31003,003,2007/02/17 14:15:00, -94.4,reliable   
HEM-P00-31003,003,2007/02/17 14:30:00,   -94,reliable   
HEM-P00-31003,003,2007/02/17 14:45:00, -94.1,reliable   
HEM-P00-31003,003,2007/02/17 15:00:00, -93.7,reliable   
HEM-P00-31003,003,2007/02/17 15:15:00, -93.8,reliable   
HEM-P00-31003,003,2007/02/17 15:30:00, -93.8,reliable   
HEM-P00-31003,003,2007/02/17 15:45:00, -93.8,reliable   
HEM-P00-31003,003,2007/02/17 16:00:00, -93.8,reliable   
HEM-P00-31003,003,2007/02/17 16:15:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 16:30:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 16:45:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 17:00:00, -93.8,reliable   
HEM-P00-31003,003,2007/02/17 17:15:00, -93.8,reliable   
HEM-P00-31003,003,2007/02/17 17:30:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 17:45:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 18:00:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 18:15:00, -93.4,reliable   
HEM-P00-31003,003,2007/02/17 18:30:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 18:45:00, -93.6,reliable   
HEM-P00-31003,003,2007/02/17 19:00:00, -93.4,reliable   
HEM-P00-31003,003,2007/02/17 19:15:00, -93.7,reliable   
HEM-P00-31003,003,2007/02/17 19:30:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/17 19:45:00, -93.2,reliable   
HEM-P00-31003,003,2007/02/17 20:00:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/17 20:15:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/17 20:30:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/17 20:45:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/17 21:00:00, -93.4,reliable   
HEM-P00-31003,003,2007/02/17 21:15:00, -93.4,reliable   
HEM-P00-31003,003,2007/02/17 21:30:00, -93.2,reliable   
HEM-P00-31003,003,2007/02/17 21:45:00, -93.2,reliable   
HEM-P00-31003,003,2007/02/17 22:00:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/17 22:15:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/17 22:30:00, -93.4,reliable   
HEM-P00-31003,003,2007/02/17 22:45:00, -93.4,reliable   
HEM-P00-31003,003,2007/02/17 23:00:00, -92.8,reliable   
HEM-P00-31003,003,2007/02/17 23:15:00, -93.2,reliable   
HEM-P00-31003,003,2007/02/17 23:30:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/17 23:45:00, -93.3,reliable   
HEM-P00-31003,003,2007/02/18 00:00:00,   -93,reliable   
HEM-P00-31003,003,2007/02/18 00:15:00, -92.7,reliable   
HEM-P00-31003,003,2007/02/18 00:30:00,   -93,reliable   
HEM-P00-31003,003,2007/02/18 00:45:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/18 01:00:00, -93.5,reliable   
HEM-P00-31003,003,2007/02/18 01:15:00, -93.1,reliable   
HEM-P00-31003,003,2007/02/18 01:30:00, -93.1,reliable   
HEM-P00-31003,003,2007/02/18 01:45:00, -93.1,reliable   
HEM-P00-31003,003,2007/02/18 02:00:00, -93.1,reliable   
HEM-P00-31003,003,2007/02/18 02:15:00, -92.7,reliable   
HEM-P00-31003,003,2007/02/18 02:30:00,   -93,reliable   
