Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,14-10-1955,tot:,28-03-1999,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B39E0265,001,39EB0028,167510,438860,729,14-10-1955,14-10-1955,14-04-1999,696,-33,,-2141


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B39E0265,001,14-10-1955,172,205,524,,,,,,
B39E0265,001,28-10-1955,164,197,532,,,,,,
B39E0265,001,14-11-1955,194,227,502,,,,,,
B39E0265,001,28-11-1955,214,247,482,,,,,,
B39E0265,001,14-12-1955,201,234,495,,,,,,
B39E0265,001,28-12-1955,164,197,532,,,,,,
B39E0265,001,14-01-1956,91,124,605,,,,,,
B39E0265,001,28-01-1956,76,109,620,,,,,,
B39E0265,001,17-02-1956,147,180,549,,,,,,
B39E0265,001,28-02-1956,155,188,541,,,,,,
B39E0265,001,14-03-1956,48,81,648,,,,,,
B39E0265,001,28-03-1956,126,159,570,,,,,,
B39E0265,001,14-04-1956,142,175,554,,,,,,
B39E0265,001,28-04-1956,133,166,563,,,,,,
B39E0265,001,14-05-1956,159,192,537,,,,,,
B39E0265,001,28-05-1956,158,191,538,,,,,,
B39E0265,001,14-06-1956,141,174,555,,,,,,
B39E0265,001,28-06-1956,144,177,552,,,,,,
B39E0265,001,14-07-1956,130,163,566,,,,,,
B39E0265,001,14-08-1956,111,144,585,,,,,,
B39E0265,001,14-09-1956,126,159,570,,,,,,
B39E0265,001,28-09-1956,145,178,551,,,,,,
B39E0265,001,15-10-1956,139,172,557,,,,,,
B39E0265,001,29-10-1956,133,166,563,,,,,,
B39E0265,001,14-11-1956,149,182,547,,,,,,
B39E0265,001,28-11-1956,158,191,538,,,,,,
B39E0265,001,14-12-1956,124,157,572,,,,,,
B39E0265,001,14-01-1957,112,145,584,,,,,,
B39E0265,001,28-01-1957,142,175,554,,,,,,
B39E0265,001,14-02-1957,128,161,568,,,,,,
B39E0265,001,28-02-1957,45,78,651,,,,,,
B39E0265,001,14-03-1957,68,101,628,,,,,,
B39E0265,001,28-03-1957,90,123,606,,,,,,
B39E0265,001,15-04-1957,138,171,558,,,,,,
B39E0265,001,29-04-1957,150,183,546,,,,,,
B39E0265,001,14-05-1957,163,196,533,,,,,,
B39E0265,001,28-05-1957,159,192,537,,,,,,
B39E0265,001,14-06-1957,160,193,536,,,,,,
B39E0265,001,28-06-1957,150,183,546,,,,,,
B39E0265,001,14-08-1957,147,180,549,,,,,,
B39E0265,001,28-08-1957,135,168,561,,,,,,
B39E0265,001,14-09-1957,118,151,578,,,,,,
B39E0265,001,28-09-1957,104,137,592,,,,,,
B39E0265,001,14-10-1957,125,158,571,,,,,,
B39E0265,001,28-10-1957,143,176,553,,,,,,
B39E0265,001,14-11-1957,161,194,535,,,,,,
B39E0265,001,28-11-1957,180,213,516,,,,,,
B39E0265,001,14-12-1957,165,198,531,,,,,,
B39E0265,001,30-12-1957,150,183,546,,,,,,
B39E0265,001,14-01-1958,86,119,610,,,,,,
B39E0265,001,28-01-1958,82,115,614,,,,,,
B39E0265,001,14-02-1958,44,77,652,,,,,,
B39E0265,001,28-02-1958,-1,32,697,,,,,,
B39E0265,001,14-03-1958,52,85,644,,,,,,
B39E0265,001,28-03-1958,101,134,595,,,,,,
B39E0265,001,14-04-1958,132,165,564,,,,,,
B39E0265,001,28-04-1958,123,156,573,,,,,,
B39E0265,001,14-05-1958,120,153,576,,,,,,
B39E0265,001,28-05-1958,95,128,601,,,,,,
B39E0265,001,14-06-1958,120,153,576,,,,,,
B39E0265,001,28-06-1958,126,159,570,,,,,,
B39E0265,001,14-07-1958,118,151,578,,,,,,
B39E0265,001,28-07-1958,128,161,568,,,,,,
B39E0265,001,28-08-1958,120,153,576,,,,,,
B39E0265,001,15-09-1958,142,175,554,,,,,,
B39E0265,001,29-09-1958,150,183,546,,,,,,
B39E0265,001,14-10-1958,155,188,541,,,,,,
B39E0265,001,28-10-1958,141,174,555,,,,,,
B39E0265,001,14-11-1958,135,168,561,,,,,,
B39E0265,001,28-11-1958,158,191,538,,,,,,
B39E0265,001,15-12-1958,160,193,536,,,,,,
B39E0265,001,29-12-1958,123,156,573,,,,,,
B39E0265,001,14-01-1959,35,68,661,,,,,,
B39E0265,001,28-01-1959,42,75,654,,,,,,
B39E0265,001,14-02-1959,114,147,582,,,,,,
B39E0265,001,28-02-1959,145,178,551,,,,,,
B39E0265,001,14-03-1959,155,188,541,,,,,,
B39E0265,001,26-03-1959,140,173,556,,,,,,
B39E0265,001,14-04-1959,151,184,545,,,,,,
B39E0265,001,28-04-1959,148,181,548,,,,,,
B39E0265,001,14-05-1959,151,184,545,,,,,,
B39E0265,001,28-05-1959,154,187,542,,,,,,
B39E0265,001,15-06-1959,170,203,526,,,,,,
B39E0265,001,29-06-1959,161,194,535,,,,,,
B39E0265,001,15-07-1959,157,190,539,,,,,,
B39E0265,001,14-08-1959,172,205,524,,,,,,
B39E0265,001,28-08-1959,176,209,520,,,,,,
B39E0265,001,14-09-1959,185,218,511,,,,,,
B39E0265,001,28-09-1959,215,248,481,,,,,,
B39E0265,001,14-10-1959,235,268,461,,,,,,
B39E0265,001,28-10-1959,235,268,461,,,,,,
B39E0265,001,14-11-1959,235,268,461,,,,,,
B39E0265,001,28-11-1959,250,283,446,,,,,,
B39E0265,001,14-12-1959,260,293,436,,,,,,
B39E0265,001,28-12-1959,250,283,446,,,,,,
B39E0265,001,14-01-1960,225,258,471,,,,,,
B39E0265,001,28-01-1960,195,228,501,,,,,,
B39E0265,001,15-02-1960,189,222,507,,,,,,
B39E0265,001,29-02-1960,180,213,516,,,,,,
B39E0265,001,14-03-1960,160,193,536,,,,,,
B39E0265,001,28-03-1960,180,213,516,,,,,,
B39E0265,001,14-04-1960,175,208,521,,,,,,
B39E0265,001,28-04-1960,180,213,516,,,,,,
