Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,14-10-1952,tot:,15-12-1980,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B39E0345,001,39EL0027,167410,438790,741,14-10-1952,14-10-1952,28-08-1957,730,-11,,
B39E0345,001,39EL0027,167410,438790,741,14-10-1952,28-08-1957,14-10-1963,728,-13,,
B39E0345,001,39EL0027,167410,438790,741,14-10-1952,14-10-1963,28-08-1981,732,-9,482,432


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B39E0345,001,14-10-1952,,,,D,,,,,
B39E0345,001,15-12-1952,181,192,549,,,,,,
B39E0345,001,28-04-1953,175,186,555,,,,,,
B39E0345,001,28-08-1953,199,210,531,D,,,,,
B39E0345,001,12-10-1953,,,,D,,,,,
B39E0345,001,14-12-1953,200,211,530,D,,,,,
B39E0345,001,27-04-1954,200,211,530,D,,,,,
B39E0345,001,30-08-1954,200,211,530,D,,,,,
B39E0345,001,15-10-1954,185,196,545,,,,,,
B39E0345,001,15-12-1954,200,211,530,D,,,,,
B39E0345,001,26-04-1955,166,177,564,,,,,,
B39E0345,001,29-08-1955,175,186,555,D,,,,,
B39E0345,001,19-10-1955,193,204,537,D,,,,,
B39E0345,001,28-08-1957,,,,D,,,,,
B39E0345,001,14-10-1957,,,,D,,,,,
B39E0345,001,14-12-1957,,,,D,,,,,
B39E0345,001,28-04-1958,161,174,567,,,,,,
B39E0345,001,28-08-1958,,,,D,,,,,
B39E0345,001,14-10-1958,,,,D,,,,,
B39E0345,001,15-12-1958,168,181,560,,,,,,
B39E0345,001,28-04-1959,171,184,557,,,,,,
B39E0345,001,28-08-1959,,,,D,,,,,
B39E0345,001,14-10-1959,,,,D,,,,,
B39E0345,001,14-12-1959,,,,D,,,,,
B39E0345,001,28-04-1960,,,,D,,,,,
B39E0345,001,29-08-1960,,,,D,,,,,
B39E0345,001,13-10-1960,177,190,551,,,,,,
B39E0345,001,14-12-1960,81,94,647,,,,,,
B39E0345,001,28-04-1961,157,170,571,,,,,,
B39E0345,001,28-08-1961,190,203,538,,,,,,
B39E0345,001,16-10-1961,,,,D,,,,,
B39E0345,001,27-04-1962,147,160,581,,,,,,
B39E0345,001,28-08-1962,,,,D,,,,,
B39E0345,001,15-10-1962,,,,D,,,,,
B39E0345,001,14-12-1962,,,,D,,,,,
B39E0345,001,29-04-1963,,,,D,,,,,
B39E0345,001,28-08-1963,200,213,528,,,,,,
B39E0345,001,14-10-1963,193,202,539,,,,,,
B39E0345,001,30-12-1963,224,233,508,,,,,,
B39E0345,001,28-04-1964,215,224,517,,,,,,
B39E0345,001,28-08-1964,260,269,472,,,,,,
B39E0345,001,14-10-1964,290,299,442,,,,,,
B39E0345,001,14-12-1964,271,280,461,,,,,,
B39E0345,001,28-04-1965,173,182,559,,,,,,
B39E0345,001,27-08-1965,179,188,553,,,,,,
B39E0345,001,14-10-1965,194,203,538,,,,,,
B39E0345,001,14-12-1965,127,136,605,,,,,,
B39E0345,001,28-04-1966,137,146,595,,,,,,
B39E0345,001,29-08-1966,177,186,555,,,,,,
B39E0345,001,14-10-1966,198,207,534,,,,,,
B39E0345,001,14-12-1966,119,128,613,,,,,,
B39E0345,001,28-04-1967,187,196,545,,,,,,
B39E0345,001,28-08-1967,192,201,540,,,,,,
B39E0345,001,13-10-1967,185,194,547,,,,,,
B39E0345,001,14-12-1967,184,193,548,,,,,,
B39E0345,001,29-04-1968,182,191,550,,,,,,
B39E0345,001,28-08-1968,178,187,554,,,,,,
B39E0345,001,14-10-1968,135,144,597,,,,,,
B39E0345,001,13-12-1968,202,211,530,,,,,,
B39E0345,001,28-04-1969,166,175,566,,,,,,
B39E0345,001,28-08-1969,179,188,553,,,,,,
B39E0345,001,14-10-1969,192,201,540,,,,,,
B39E0345,001,15-12-1969,217,226,515,,,,,,
B39E0345,001,28-04-1970,163,172,569,,,,,,
B39E0345,001,28-08-1970,178,187,554,,,,,,
B39E0345,001,14-10-1970,184,193,548,,,,,,
B39E0345,001,14-12-1970,179,188,553,,,,,,
B39E0345,001,28-04-1971,180,189,552,,,,,,
B39E0345,001,27-08-1971,185,194,547,,,,,,
B39E0345,001,14-10-1971,186,195,546,,,,,,
B39E0345,001,14-12-1971,207,216,525,,,,,,
B39E0345,001,27-04-1972,184,193,548,,,,,,
B39E0345,001,28-08-1972,185,194,547,,,,,,
B39E0345,001,16-10-1972,200,209,532,,,,,,
B39E0345,001,14-12-1972,196,205,536,,,,,,
B39E0345,001,27-04-1973,180,189,552,,,,,,
B39E0345,001,28-08-1973,203,212,529,,,,,,
B39E0345,001,15-10-1973,185,194,547,,,,,,
B39E0345,001,14-12-1973,185,194,547,,,,,,
B39E0345,001,29-04-1974,193,202,539,,,,,,
B39E0345,001,28-08-1974,196,205,536,,,,,,
B39E0345,001,14-10-1974,183,192,549,,,,,,
B39E0345,001,13-12-1974,163,172,569,,,,,,
B39E0345,001,28-04-1975,186,195,546,,,,,,
B39E0345,001,28-08-1975,181,190,551,,,,,,
B39E0345,001,14-10-1975,189,198,543,,,,,,
B39E0345,001,15-12-1975,171,180,561,,,,,,
B39E0345,001,28-04-1976,187,196,545,,,,,,
B39E0345,001,27-08-1976,205,214,527,,,,,,
B39E0345,001,14-10-1976,204,213,528,,,,,,
B39E0345,001,14-12-1976,194,203,538,,,,,,
B39E0345,001,28-04-1977,184,193,548,,,,,,
B39E0345,001,29-08-1977,171,180,561,,,,,,
B39E0345,001,14-10-1977,188,197,544,,,,,,
B39E0345,001,14-12-1977,159,168,573,,,,,,
B39E0345,001,28-04-1978,159,168,573,,,,,,
B39E0345,001,28-08-1978,160,169,572,,,,,,
B39E0345,001,13-10-1978,161,170,571,,,,,,
B39E0345,001,14-12-1978,173,182,559,,,,,,
B39E0345,001,27-04-1979,178,187,554,,,,,,
B39E0345,001,28-08-1979,172,181,560,,,,,,
B39E0345,001,15-10-1979,187,196,545,,,,,,
B39E0345,001,14-12-1979,179,188,553,,,,,,
B39E0345,001,28-04-1980,181,190,551,,,,,,
B39E0345,001,28-08-1980,160,169,572,,,,,,
B39E0345,001,14-10-1980,164,173,568,,,,,,
B39E0345,001,15-12-1980,165,174,567,,,,,,
