Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
B40D0306,001,14-12-1971,,,,D,,,,,
B40D0306,001,28-04-1972,165,165,861,,,,,,
B40D0306,001,28-08-1972,161,161,865,,,,,,
B40D0306,001,13-10-1972,189,189,837,,,,,,
B40D0306,001,14-12-1972,155,155,871,,,,,,
B40D0306,001,27-04-1973,135,135,891,,,,,,
B40D0306,001,30-01-1974,117,117,909,,,,,,
B40D0306,001,29-04-1974,157,157,869,,,,,,
B40D0306,001,28-08-1974,183,183,843,,,,,,
B40D0306,001,14-10-1974,168,168,858,,,,,,
B40D0306,001,13-12-1974,72,72,954,,,,,,
B40D0306,001,28-04-1975,119,119,907,,,,,,
B40D0306,001,28-08-1975,165,169,857,,,,,,
B40D0306,001,14-10-1975,163,167,859,,,,,,
B40D0306,001,15-12-1975,178,182,844,,,,,,
B40D0306,001,28-04-1976,185,189,837,,,,,,
B40D0306,001,27-08-1976,,,,D,,,,,
B40D0306,001,14-10-1976,,,,D,,,,,
B40D0306,001,14-12-1976,,,,D,,,,,
B40D0306,001,28-04-1977,131,135,891,,,,,,
B40D0306,001,29-08-1977,127,131,895,,,,,,
B40D0306,001,14-10-1977,170,174,852,,,,,,
B40D0306,001,14-12-1977,131,135,891,,,,,,
B40D0306,001,28-04-1978,130,134,892,,,,,,
B40D0306,001,28-08-1978,153,157,869,,,,,,
B40D0306,001,13-10-1978,159,163,863,,,,,,
B40D0306,001,14-12-1978,161,165,861,,,,,,
B40D0306,001,28-05-1979,127,131,895,,,,,,
B40D0306,001,28-08-1979,158,162,864,,,,,,
B40D0306,001,15-10-1979,180,184,842,,,,,,
B40D0306,001,14-12-1979,102,106,920,,,,,,
B40D0306,001,28-04-1980,136,140,886,,,,,,
B40D0306,001,28-08-1980,140,144,882,,,,,,
B40D0306,001,14-10-1980,158,162,864,,,,,,
B40D0306,001,19-01-1981,79,83,943,,,,,,
B40D0306,001,28-04-1981,126,130,896,,,,,,
B40D0306,001,28-08-1981,168,172,854,,,,,,
B40D0306,001,14-10-1981,132,136,890,,,,,,
B40D0306,001,14-12-1981,100,104,922,,,,,,
B40D0306,001,28-04-1982,124,128,898,,,,,,
B40D0306,001,27-08-1982,172,176,850,,,,,,
B40D0306,001,14-10-1982,162,166,860,,,,,,
B40D0306,001,14-12-1982,117,121,905,,,,,,
B40D0306,001,28-04-1983,98,102,924,,,,,,
B40D0306,001,29-08-1983,,,,D,,,,,
B40D0306,001,14-10-1983,,,,D,,,,,
B40D0306,001,14-12-1983,108,112,914,,,,,,
B40D0306,001,27-04-1984,154,158,868,,,,,,
B40D0306,001,28-08-1984,190,194,832,D,,,,,
B40D0306,001,15-10-1984,110,114,912,,,,,,
B40D0306,001,14-12-1984,142,146,880,,,,,,
B40D0306,001,26-04-1985,135,139,887,,,,,,
B40D0306,001,28-08-1985,185,189,837,,,,,,
B40D0306,001,14-10-1985,180,184,842,D,,,,,
B40D0306,001,13-12-1985,182,185,841,,,,,,
B40D0306,001,28-04-1986,128,131,895,,,,,,
B40D0306,001,28-08-1986,202,205,821,,,,,,
B40D0306,001,14-10-1986,203,206,820,,,,,,
B40D0306,001,15-12-1986,175,178,848,,,,,,
B40D0306,001,28-04-1987,129,132,894,,,,,,
B40D0306,001,28-08-1987,123,126,900,,,,,,
B40D0306,001,14-10-1987,113,116,910,,,,,,
B40D0306,001,06-01-1988,105,108,918,,,,,,
B40D0306,001,14-01-1988,108,111,915,,,,,,
B40D0306,001,28-04-1988,118,121,905,,,,,,
B40D0306,001,29-08-1988,172,175,851,,,,,,
B40D0306,001,14-10-1988,129,132,894,,,,,,
B40D0306,001,14-12-1988,143,146,880,,,,,,
B40D0306,001,28-04-1989,75,78,948,,,,,,
B40D0306,001,28-08-1989,222,225,801,,,,,,
B40D0306,001,13-10-1989,220,223,803,,,,,,
B40D0306,001,14-12-1989,232,235,791,,,,,,
B40D0306,001,27-04-1990,150,153,873,,,,,,
B40D0306,001,28-08-1990,230,233,793,,,,,,
B40D0306,001,15-10-1990,225,228,798,,,,,,
B40D0306,001,28-12-1990,104,107,919,,,,,,
B40D0306,001,29-04-1991,188,191,835,,,,,,
B40D0306,001,28-08-1991,235,238,788,,,,,,
B40D0306,001,14-10-1991,234,237,789,,,,,,
B40D0306,001,16-12-1991,200,203,823,,,,,,
B40D0306,001,28-04-1992,125,128,898,,,,,,
B40D0306,001,28-08-1992,188,191,835,,,,,,
B40D0306,001,14-09-1992,195,198,828,,,,,,
B40D0306,001,14-10-1992,222,225,801,,,,,,
B40D0306,001,15-12-1992,118,121,905,,,,,,
B40D0306,001,28-04-1993,165,168,858,,,,,,
B40D0306,001,27-08-1993,196,199,827,,,,,,
B40D0306,001,14-10-1993,135,138,888,,,,,,
B40D0306,001,28-10-1993,143,146,880,,,,,,
B40D0306,001,14-12-1993,117,120,906,,,,,,
B40D0306,001,28-04-1994,125,128,898,,,,,,
B40D0306,001,29-08-1994,208,211,815,,,,,,
B40D0306,001,14-10-1994,188,191,835,,,,,,
B40D0306,001,14-12-1994,132,135,891,,,,,,
B40D0306,001,28-04-1995,127,130,896,,,,,,
B40D0306,001,28-08-1995,222,225,801,,,,,,
B40D0306,001,13-10-1995,204,207,819,,,,,,
B40D0306,001,14-12-1995,224,227,799,,,,,,
B40D0306,001,29-04-1996,220,223,803,,,,,,
B40D0306,001,28-08-1996,233,236,790,,,,,,
B40D0306,001,14-10-1996,220,223,803,,,,,,
B40D0306,001,20-12-1996,105,108,918,,,,,,
B40D0306,001,28-04-1997,160,163,863,,,,,,
B40D0306,001,28-08-1997,188,191,835,,,,,,
B40D0306,001,14-10-1997,188,191,835,,,,,,
B40D0306,001,15-12-1997,,,,D,,,,,
B40D0306,001,28-04-1998,138,141,885,,,,,,
B40D0306,001,31-08-1998,211,214,812,,,,,,
B40D0306,001,14-10-1998,118,121,905,,,,,,
B40D0306,001,14-12-1998,106,109,917,,,,,,
B40D0306,001,06-05-1999,125,128,898,,,,,,
B40D0306,001,24-08-1999,184,187,839,,,,,,
B40D0306,001,14-10-1999,202,205,821,,,,,,
B40D0306,001,17-12-1999,168,171,855,,,,,,
B40D0306,001,28-04-2000,126,129,897,,,,,,
B40D0306,001,28-08-2000,221,224,802,,,,,,
B40D0306,001,14-12-2000,112,115,911,,,,,,
B40D0306,001,12-01-2001,114,117,909,,,,,,
B40D0306,001,14-02-2001,106,109,917,,,,,,
B40D0306,001,28-02-2001,119,122,904,,,,,,
B40D0306,001,14-03-2001,115,118,908,,,,,,
B40D0306,001,28-03-2001,104,107,919,,,,,,
B40D0306,001,28-05-2001,,,,D,,,,,
B40D0306,001,14-06-2001,,,,D,,,,,
B40D0306,001,28-06-2001,,,,D,,,,,
B40D0306,001,27-07-2001,,,,D,,,,,
B40D0306,001,28-08-2001,,,,D,,,,,
B40D0306,001,14-09-2001,,,,D,,,,,
B40D0306,001,15-10-2001,,,,D,,,,,
B40D0306,001,29-10-2001,,,,D,,,,,
B40D0306,001,14-11-2001,,,,D,,,,,
B40D0306,001,28-11-2001,,,,D,,,,,
B40D0306,001,14-12-2001,,,,D,,,,,
B40D0306,001,14-01-2002,124,127,899,,,,,,
B40D0306,001,28-01-2002,84,87,939,,,,,,
B40D0306,001,14-02-2002,79,82,944,,,,,,
B40D0306,001,01-03-2002,84,87,939,,,,,,
B40D0306,001,14-03-2002,111,114,912,,,,,,
B40D0306,001,28-03-2002,114,117,909,,,,,,
B40D0306,001,12-04-2002,119,122,904,,,,,,
B40D0306,001,14-05-2002,,,,D,,,,,
B40D0306,001,14-06-2002,,,,D,,,,,
B40D0306,001,29-07-2002,,,,D,,,,,
B40D0306,001,15-08-2002,,,,D,,,,,
B40D0306,001,29-08-2002,,,,D,,,,,
B40D0306,001,28-10-2002,,,,D,,,,,
B40D0306,001,14-11-2002,116,119,907,,,,,,
B40D0306,001,14-01-2003,43,46,980,,,,,,
B40D0306,001,28-01-2003,118,121,905,,,,,,
B40D0306,001,13-02-2003,121,124,902,,,,,,
B40D0306,001,28-02-2003,125,128,898,,,,,,
B40D0306,001,14-03-2003,,,,D,,,,,
B40D0306,001,28-03-2003,,,,D,,,,,
B40D0306,001,15-04-2003,,,,D,,,,,
B40D0306,001,28-04-2003,,,,D,,,,,
B40D0306,001,14-05-2003,,,,D,,,,,
B40D0306,001,28-06-2003,,,,D,,,,,
B40D0306,001,28-07-2003,,,,D,,,,,
B40D0306,001,14-08-2003,,,,D,,,,,
B40D0306,001,28-08-2003,,,,D,,,,,
B40D0306,001,29-09-2003,,,,D,,,,,
B40D0306,001,28-10-2003,,,,D,,,,,
B40D0306,001,14-11-2003,,,,D,,,,,
B40D0306,001,28-11-2003,,,,D,,,,,
B40D0306,001,16-01-2004,,,,D,,,,,
B40D0306,001,13-02-2004,,,,D,,,,,
B40D0306,001,15-03-2004,,,,D,,,,,
B40D0306,001,14-04-2004,,,,D,,,,,
B40D0306,001,29-04-2004,,,,D,,,,,
B40D0306,001,28-05-2004,126,129,897,D,,,,,
B40D0306,001,14-06-2004,,,,D,,,,,
B40D0306,001,28-06-2004,126,129,897,D,,,,,
B40D0306,001,28-07-2004,,,,D,,,,,
B40D0306,001,13-08-2004,,,,D,,,,,
B40D0306,001,14-09-2004,,,,D,,,,,
B40D0306,001,29-11-2004,,,,D,,,,,
B40D0306,001,14-12-2004,,,,D,,,,,
B40D0306,001,28-12-2004,,,,D,,,,,
