Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,30-05-1950,tot:,28-08-2000,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B39F0091,001,39FB0091,178160,440510,726,01-01-1949,01-01-1949,14-09-2000,727,1,-274,-1274


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B39F0091,001,30-05-1950,87,86,640,,,,,,
B39F0091,001,14-06-1950,99,98,628,,,,,,
B39F0091,001,28-06-1950,105,104,622,,,,,,
B39F0091,001,14-07-1950,110,109,617,,,,,,
B39F0091,001,28-07-1950,121,120,606,,,,,,
B39F0091,001,14-08-1950,127,126,600,,,,,,
B39F0091,001,28-08-1950,133,132,594,,,,,,
B39F0091,001,14-09-1950,110,109,617,,,,,,
B39F0091,001,28-09-1950,98,97,629,,,,,,
B39F0091,001,14-10-1950,116,115,611,,,,,,
B39F0091,001,28-10-1950,126,125,601,,,,,,
B39F0091,001,14-11-1950,92,91,635,,,,,,
B39F0091,001,28-11-1950,45,44,682,,,,,,
B39F0091,001,14-12-1950,0,-1,727,,,,,,
B39F0091,001,28-12-1950,53,52,674,,,,,,
B39F0091,001,15-01-1951,17,16,710,,,,,,
B39F0091,001,29-01-1951,0,-1,727,,,,,,
B39F0091,001,14-02-1951,48,47,679,,,,,,
B39F0091,001,28-02-1951,49,48,678,,,,,,
B39F0091,001,14-03-1951,62,61,665,,,,,,
B39F0091,001,28-03-1951,40,39,687,,,,,,
B39F0091,001,14-04-1951,33,32,694,,,,,,
B39F0091,001,28-04-1951,58,57,669,,,,,,
B39F0091,001,15-05-1951,68,67,659,,,,,,
B39F0091,001,28-05-1951,53,52,674,,,,,,
B39F0091,001,14-06-1951,77,76,650,,,,,,
B39F0091,001,28-06-1951,73,72,654,,,,,,
B39F0091,001,14-07-1951,78,77,649,,,,,,
B39F0091,001,28-07-1951,82,81,645,,,,,,
B39F0091,001,14-08-1951,69,68,658,,,,,,
B39F0091,001,28-08-1951,77,76,650,,,,,,
B39F0091,001,14-09-1951,96,95,631,,,,,,
B39F0091,001,28-09-1951,107,106,620,,,,,,
B39F0091,001,15-10-1951,125,124,602,,,,,,
B39F0091,001,29-10-1951,137,136,590,,,,,,
B39F0091,001,14-11-1951,140,139,587,,,,,,
B39F0091,001,28-11-1951,85,84,642,,,,,,
B39F0091,001,14-12-1951,78,77,649,,,,,,
B39F0091,001,28-12-1951,67,66,660,,,,,,
B39F0091,001,14-01-1952,48,47,679,,,,,,
B39F0091,001,28-01-1952,43,42,684,,,,,,
B39F0091,001,14-02-1952,48,47,679,,,,,,
B39F0091,001,28-02-1952,63,62,664,,,,,,
B39F0091,001,14-03-1952,57,56,670,,,,,,
B39F0091,001,28-03-1952,38,37,689,,,,,,
B39F0091,001,15-04-1952,28,27,699,,,,,,
B39F0091,001,28-04-1952,58,57,669,,,,,,
B39F0091,001,14-05-1952,72,71,655,,,,,,
B39F0091,001,28-05-1952,85,84,642,,,,,,
B39F0091,001,14-06-1952,95,94,632,,,,,,
B39F0091,001,28-06-1952,105,104,622,,,,,,
B39F0091,001,14-07-1952,106,105,621,,,,,,
B39F0091,001,28-07-1952,120,119,607,,,,,,
B39F0091,001,14-08-1952,137,136,590,,,,,,
B39F0091,001,28-08-1952,145,144,582,,,,,,
B39F0091,001,15-09-1952,158,157,569,,,,,,
B39F0091,001,29-09-1952,163,162,564,,,,,,
B39F0091,001,14-10-1952,155,154,572,,,,,,
B39F0091,001,28-10-1952,147,146,580,,,,,,
B39F0091,001,14-11-1952,53,52,674,,,,,,
B39F0091,001,15-12-1952,18,17,709,,,,,,
B39F0091,001,14-01-1953,40,39,687,,,,,,
B39F0091,001,28-01-1953,54,53,673,,,,,,
B39F0091,001,14-02-1953,31,30,696,,,,,,
B39F0091,001,28-02-1953,52,51,675,,,,,,
B39F0091,001,14-03-1953,64,63,663,,,,,,
B39F0091,001,28-03-1953,80,79,647,,,,,,
B39F0091,001,14-04-1953,82,81,645,,,,,,
B39F0091,001,28-04-1953,91,90,636,,,,,,
B39F0091,001,15-05-1953,102,101,625,,,,,,
B39F0091,001,28-05-1953,114,113,613,,,,,,
B39F0091,001,14-12-1953,172,171,555,,,,,,
B39F0091,001,28-04-1954,109,108,618,,,,,,
B39F0091,001,14-10-1954,47,46,680,,,,,,
B39F0091,001,28-04-1955,78,77,649,,,,,,
B39F0091,001,14-10-1955,105,104,622,,,,,,
B39F0091,001,28-04-1956,72,71,655,,,,,,
B39F0091,001,14-10-1956,59,58,668,,,,,,
B39F0091,001,28-04-1957,77,76,650,,,,,,
B39F0091,001,14-10-1957,63,62,664,,,,,,
B39F0091,001,28-04-1958,61,60,666,,,,,,
B39F0091,001,14-10-1958,76,75,651,,,,,,
B39F0091,001,28-04-1959,111,110,616,,,,,,
B39F0091,001,14-10-1959,169,168,558,,,,,,
B39F0091,001,28-04-1960,124,123,603,,,,,,
B39F0091,001,14-10-1960,27,26,700,,,,,,
B39F0091,001,28-04-1961,61,60,666,,,,,,
B39F0091,001,13-10-1961,104,103,623,,,,,,
B39F0091,001,27-04-1962,47,46,680,,,,,,
B39F0091,001,28-08-1962,59,58,668,,,,,,
B39F0091,001,15-10-1962,89,88,638,,,,,,
B39F0091,001,14-12-1962,103,102,624,,,,,,
B39F0091,001,29-04-1963,99,98,628,,,,,,
B39F0091,001,28-08-1963,102,101,625,,,,,,
B39F0091,001,14-10-1963,109,108,618,,,,,,
B39F0091,001,13-12-1963,98,97,629,,,,,,
B39F0091,001,28-04-1964,102,101,625,,,,,,
B39F0091,001,28-08-1964,158,157,569,,,,,,
B39F0091,001,14-10-1964,175,174,552,,,,,,
B39F0091,001,14-12-1964,86,85,641,,,,,,
B39F0091,001,28-04-1965,38,37,689,,,,,,
B39F0091,001,27-08-1965,68,67,659,,,,,,
B39F0091,001,14-10-1965,85,84,642,,,,,,
B39F0091,001,14-12-1965,-8,-9,735,,,,,,
B39F0091,001,28-04-1966,25,24,702,,,,,,
B39F0091,001,29-08-1966,65,64,662,,,,,,
B39F0091,001,14-10-1966,94,93,633,,,,,,
B39F0091,001,14-12-1966,,,,O,,,,,
B39F0091,001,28-04-1967,72,71,655,,,,,,
B39F0091,001,28-08-1967,100,99,627,,,,,,
B39F0091,001,13-10-1967,104,103,623,,,,,,
B39F0091,001,14-12-1967,58,57,669,,,,,,
B39F0091,001,29-04-1968,63,62,664,,,,,,
B39F0091,001,28-08-1968,66,65,661,,,,,,
B39F0091,001,15-10-1968,23,22,704,,,,,,
B39F0091,001,28-04-1969,50,49,677,,,,,,
B39F0091,001,28-08-1969,76,75,651,,,,,,
B39F0091,001,14-10-1969,123,122,604,,,,,,
B39F0091,001,15-12-1969,121,120,606,,,,,,
B39F0091,001,28-04-1970,34,33,693,,,,,,
B39F0091,001,28-08-1970,86,85,641,,,,,,
B39F0091,001,14-10-1970,87,86,640,,,,,,
B39F0091,001,14-12-1970,83,82,644,,,,,,
B39F0091,001,28-04-1971,112,111,615,,,,,,
B39F0091,001,27-08-1971,130,129,597,,,,,,
B39F0091,001,14-10-1971,139,138,588,,,,,,
B39F0091,001,14-12-1971,137,136,590,,,,,,
B39F0091,001,28-04-1972,97,96,630,,,,,,
B39F0091,001,28-08-1972,98,97,629,,,,,,
B39F0091,001,13-10-1972,121,120,606,,,,,,
B39F0091,001,30-04-1973,78,77,649,,,,,,
B39F0091,001,28-08-1973,128,127,599,,,,,,
B39F0091,001,15-10-1973,96,95,631,,,,,,
B39F0091,001,14-12-1973,42,41,685,,,,,,
B39F0091,001,28-01-1974,65,64,662,,,,,,
B39F0091,001,28-04-1974,116,115,611,,,,,,
B39F0091,001,28-08-1974,95,94,632,,,,,,
B39F0091,001,14-10-1974,88,87,639,,,,,,
B39F0091,001,13-12-1974,20,19,707,,,,,,
B39F0091,001,29-04-1975,57,56,670,,,,,,
B39F0091,001,28-08-1975,80,79,647,,,,,,
B39F0091,001,28-10-1975,117,116,610,,,,,,
B39F0091,001,28-12-1975,116,115,611,,,,,,
B39F0091,001,27-04-1976,129,128,598,,,,,,
B39F0091,001,14-09-1976,115,114,612,,,,,,
B39F0091,001,28-10-1976,128,127,599,,,,,,
B39F0091,001,28-04-1977,88,87,639,,,,,,
B39F0091,001,29-08-1977,79,78,648,,,,,,
B39F0091,001,28-10-1977,119,118,608,,,,,,
B39F0091,001,21-12-1977,74,73,653,,,,,,
B39F0091,001,28-04-1978,76,75,651,,,,,,
B39F0091,001,13-10-1978,98,97,629,,,,,,
B39F0091,001,17-12-1979,58,57,669,,,,,,
B39F0091,001,14-05-1980,112,111,615,,,,,,
B39F0091,001,14-02-1981,46,45,681,,,,,,
B39F0091,001,14-05-1981,81,80,646,,,,,,
B39F0091,001,14-10-1981,55,54,672,,,,,,
B39F0091,001,28-10-1981,39,38,688,,,,,,
B39F0091,001,28-04-1982,80,79,647,,,,,,
B39F0091,001,28-09-1982,100,99,627,,,,,,
B39F0091,001,12-12-1982,65,64,662,,,,,,
B39F0091,001,28-04-1983,27,26,700,,,,,,
B39F0091,001,29-08-1983,107,106,620,,,,,,
B39F0091,001,14-10-1983,105,104,622,,,,,,
B39F0091,001,14-12-1983,163,162,564,,,,,,
B39F0091,001,27-04-1984,70,69,657,,,,,,
B39F0091,001,28-08-1984,99,98,628,,,,,,
B39F0091,001,15-10-1984,156,155,571,,,,,,
B39F0091,001,14-12-1984,156,155,571,,,,,,
B39F0091,001,26-04-1985,72,71,655,,,,,,
B39F0091,001,28-08-1985,91,90,636,,,,,,
B39F0091,001,14-10-1985,93,92,634,,,,,,
B39F0091,001,13-12-1985,95,94,632,,,,,,
B39F0091,001,28-04-1986,65,64,662,,,,,,
B39F0091,001,28-08-1986,100,99,627,,,,,,
B39F0091,001,13-10-1986,110,109,617,,,,,,
B39F0091,001,15-12-1986,136,135,591,,,,,,
B39F0091,001,28-04-1987,79,78,648,,,,,,
B39F0091,001,27-08-1987,60,59,667,,,,,,
B39F0091,001,13-10-1987,68,67,659,,,,,,
B39F0091,001,14-12-1987,90,89,637,,,,,,
B39F0091,001,28-04-1988,52,51,675,,,,,,
B39F0091,001,29-08-1988,94,93,633,,,,,,
B39F0091,001,14-10-1988,80,79,647,,,,,,
B39F0091,001,13-01-1989,66,65,661,,,,,,
B39F0091,001,28-04-1989,102,101,625,,,,,,
B39F0091,001,30-08-1989,162,161,565,,,,,,
B39F0091,001,13-10-1989,210,209,517,,,,,,
B39F0091,001,14-12-1989,86,85,641,,,,,,
B39F0091,001,27-04-1990,95,94,632,,,,,,
B39F0091,001,28-08-1990,100,99,627,,,,,,
B39F0091,001,15-10-1990,100,99,627,,,,,,
B39F0091,001,14-12-1990,70,69,657,,,,,,
B39F0091,001,29-04-1991,50,49,677,,,,,,
B39F0091,001,28-08-1991,130,129,597,,,,,,
B39F0091,001,14-10-1991,102,101,625,,,,,,
B39F0091,001,13-12-1991,115,114,612,,,,,,
B39F0091,001,28-04-1992,65,64,662,,,,,,
B39F0091,001,28-08-1992,97,96,630,,,,,,
B39F0091,001,14-10-1992,120,119,607,,,,,,
B39F0091,001,14-12-1992,30,29,697,,,,,,
B39F0091,001,28-04-1993,125,124,602,,,,,,
B39F0091,001,30-08-1993,50,49,677,,,,,,
B39F0091,001,14-10-1993,20,19,707,,,,,,
B39F0091,001,14-12-1993,70,69,657,,,,,,
B39F0091,001,29-08-1994,115,114,612,,,,,,
B39F0091,001,15-10-1994,40,39,687,,,,,,
B39F0091,001,14-12-1994,125,124,602,,,,,,
B39F0091,001,28-04-1995,65,64,662,,,,,,
B39F0091,001,28-08-1995,125,124,602,,,,,,
