Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,04-06-1986,tot:,29-06-1992,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B40D0366,001,40DP7013,192650,430690,,,21-05-1986,14-10-1992,,,,


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B40D0366,001,04-06-1986,124,,,,,,,,
B40D0366,001,19-06-1986,113,,,,,,,,
B40D0366,001,25-06-1986,141,,,,,,,,
B40D0366,001,17-07-1986,213,,,,,,,,
B40D0366,001,03-08-1986,260,,,,,,,,
B40D0366,001,17-09-1986,273,,,,,,,,
B40D0366,001,28-09-1986,261,,,,,,,,
B40D0366,001,15-10-1986,295,,,,,,,,
B40D0366,001,28-10-1986,250,,,,,,,,
B40D0366,001,14-11-1986,228,,,,,,,,
B40D0366,001,28-11-1986,234,,,,,,,,
B40D0366,001,14-12-1986,257,,,,,,,,
B40D0366,001,31-12-1986,44,,,,,,,,
B40D0366,001,14-01-1987,,,,O,,,,,
B40D0366,001,28-01-1987,,,,O,,,,,
B40D0366,001,14-02-1987,,,,O,,,,,
B40D0366,001,28-02-1987,193,,,,,,,,
B40D0366,001,13-03-1987,,,,O,,,,,
B40D0366,001,14-04-1987,124,,,,,,,,
B40D0366,001,29-04-1987,171,,,,,,,,
B40D0366,001,14-05-1987,162,,,,,,,,
B40D0366,001,29-05-1987,158,,,,,,,,
B40D0366,001,16-06-1987,101,,,,,,,,
B40D0366,001,28-06-1987,,,,O,,,,,
B40D0366,001,14-07-1987,,,,O,,,,,
B40D0366,001,28-07-1987,,,,O,,,,,
B40D0366,001,14-08-1987,111,,,,,,,,
B40D0366,001,28-08-1987,178,,,,,,,,
B40D0366,001,29-09-1987,208,,,,,,,,
B40D0366,001,15-10-1987,199,,,,,,,,
B40D0366,001,28-10-1987,198,,,,,,,,
B40D0366,001,13-11-1987,224,,,,,,,,
B40D0366,001,27-11-1987,115,,,,,,,,
B40D0366,001,13-12-1987,202,,,,,,,,
B40D0366,001,28-12-1987,112,,,,,,,,
B40D0366,001,14-01-1988,137,,,,,,,,
B40D0366,001,28-01-1988,136,,,,,,,,
B40D0366,001,15-02-1988,,,,O,,,,,
B40D0366,001,28-03-1988,,,,O,,,,,
B40D0366,001,15-04-1988,,,,O,,,,,
B40D0366,001,28-04-1988,,,,O,,,,,
B40D0366,001,16-08-1988,,,,D,,,,,
B40D0366,001,29-08-1988,,,,D,,,,,
B40D0366,001,13-09-1988,,,,D,,,,,
B40D0366,001,27-09-1988,,,,D,,,,,
B40D0366,001,14-10-1988,,,,D,,,,,
B40D0366,001,27-10-1988,,,,D,,,,,
B40D0366,001,15-11-1988,,,,D,,,,,
B40D0366,001,29-11-1988,,,,D,,,,,
B40D0366,001,15-12-1988,,,,O,,,,,
B40D0366,001,29-12-1988,,,,O,,,,,
B40D0366,001,13-01-1989,48,,,,,,,,
B40D0366,001,28-01-1989,134,,,,,,,,
B40D0366,001,16-02-1989,200,,,,,,,,
B40D0366,001,15-03-1989,116,,,,,,,,
B40D0366,001,28-03-1989,108,,,,,,,,
B40D0366,001,18-04-1989,120,,,,,,,,
B40D0366,001,27-04-1989,92,,,,,,,,
B40D0366,001,29-05-1989,,,,D,,,,,
B40D0366,001,14-06-1989,,,,D,,,,,
B40D0366,001,14-07-1989,,,,D,,,,,
B40D0366,001,29-07-1989,,,,D,,,,,
B40D0366,001,14-08-1989,,,,D,,,,,
B40D0366,001,28-08-1989,,,,D,,,,,
B40D0366,001,14-09-1989,,,,D,,,,,
B40D0366,001,14-10-1989,,,,D,,,,,
B40D0366,001,29-10-1989,,,,D,,,,,
B40D0366,001,14-12-1989,,,,D,,,,,
B40D0366,001,29-12-1989,,,,D,,,,,
B40D0366,001,16-01-1990,,,,D,,,,,
B40D0366,001,28-01-1990,,,,D,,,,,
B40D0366,001,14-02-1990,,,,D,,,,,
B40D0366,001,14-03-1990,,,,O,,,,,
B40D0366,001,28-03-1990,,,,O,,,,,
B40D0366,001,17-04-1990,133,,,,,,,,
B40D0366,001,27-04-1990,162,,,,,,,,
B40D0366,001,14-05-1990,,,,D,,,,,
B40D0366,001,28-05-1990,,,,D,,,,,
B40D0366,001,14-06-1990,,,,D,,,,,
B40D0366,001,28-06-1990,,,,D,,,,,
B40D0366,001,13-07-1990,,,,D,,,,,
B40D0366,001,27-07-1990,,,,D,,,,,
B40D0366,001,27-09-1990,,,,D,,,,,
B40D0366,001,17-10-1990,,,,D,,,,,
B40D0366,001,13-11-1990,,,,D,,,,,
B40D0366,001,28-11-1990,,,,D,,,,,
B40D0366,001,14-12-1990,,,,D,,,,,
B40D0366,001,28-12-1990,,,,D,,,,,
B40D0366,001,28-02-1991,111,,,,,,,,
B40D0366,001,28-03-1991,,,,D,,,,,
B40D0366,001,16-04-1991,,,,D,,,,,
B40D0366,001,30-04-1991,,,,D,,,,,
B40D0366,001,14-05-1991,,,,D,,,,,
B40D0366,001,28-05-1991,,,,D,,,,,
B40D0366,001,13-06-1991,,,,D,,,,,
B40D0366,001,28-06-1991,,,,D,,,,,
B40D0366,001,15-07-1991,,,,D,,,,,
