Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,28-01-1987,tot:,31-12-2019,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B40A0534,001,40AP0534,183034,437893,836,15-10-1986,15-10-1986,07-10-2009,896,60,-264,-356
B40A0534,001,40AP0534,183034,437893,836,15-10-1986,07-10-2009,07-10-2015,937,101,-264,-356
B40A0534,001,40AP0534,183034,437893,836,15-10-1986,07-10-2015,31-12-2019,937,101,-264,-356


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B40A0534,001,28-01-1987,240,180,656,,,,,,
B40A0534,001,13-02-1987,270,210,626,,,,,,
B40A0534,001,27-02-1987,245,185,651,,,,,,
B40A0534,001,13-03-1987,226,166,670,,,,,,
B40A0534,001,27-03-1987,210,150,686,,,,,,
B40A0534,001,14-04-1987,238,178,658,,,,,,
B40A0534,001,28-04-1987,240,180,656,,,,,,
B40A0534,001,14-05-1987,231,171,665,,,,,,
B40A0534,001,27-05-1987,238,178,658,,,,,,
B40A0534,001,15-06-1987,213,153,683,,,,,,
B40A0534,001,29-06-1987,225,165,671,,,,,,
B40A0534,001,14-07-1987,228,168,668,,,,,,
B40A0534,001,28-07-1987,202,142,694,,,,,,
B40A0534,001,14-08-1987,215,155,681,,,,,,
B40A0534,001,28-08-1987,211,151,685,,,,,,
B40A0534,001,14-09-1987,222,162,674,,,,,,
B40A0534,001,28-09-1987,230,170,666,,,,,,
B40A0534,001,14-10-1987,219,159,677,,,,,,
B40A0534,001,28-10-1987,244,184,652,,,,,,
B40A0534,001,13-11-1987,236,176,660,,,,,,
B40A0534,001,27-11-1987,222,162,674,,,,,,
B40A0534,001,14-12-1987,254,194,642,,,,,,
B40A0534,001,28-12-1987,235,175,661,,,,,,
B40A0534,001,14-01-1988,217,157,679,,,,,,
B40A0534,001,28-01-1988,211,151,685,,,,,,
B40A0534,001,15-02-1988,218,158,678,,,,,,
B40A0534,001,29-02-1988,231,171,665,,,,,,
B40A0534,001,14-03-1988,223,163,673,,,,,,
B40A0534,001,28-03-1988,205,145,691,,,,,,
B40A0534,001,14-04-1988,234,174,662,,,,,,
B40A0534,001,28-04-1988,235,175,661,,,,,,
B40A0534,001,16-05-1988,229,169,667,,,,,,
B40A0534,001,27-05-1988,229,169,667,,,,,,
B40A0534,001,14-06-1988,228,168,668,,,,,,
B40A0534,001,28-06-1988,234,174,662,,,,,,
B40A0534,001,14-07-1988,227,167,669,,,,,,
B40A0534,001,28-07-1988,207,147,689,,,,,,
B40A0534,001,15-08-1988,228,168,668,,,,,,
B40A0534,001,30-08-1988,231,171,665,,,,,,
B40A0534,001,14-09-1988,233,173,663,,,,,,
B40A0534,001,28-09-1988,218,158,678,,,,,,
B40A0534,001,14-10-1988,219,159,677,,,,,,
B40A0534,001,28-10-1988,237,177,659,,,,,,
B40A0534,001,14-11-1988,247,187,649,,,,,,
B40A0534,001,28-11-1988,252,192,644,,,,,,
B40A0534,001,14-12-1988,234,174,662,,,,,,
B40A0534,001,27-12-1988,230,170,666,,,,,,
B40A0534,001,12-01-1989,237,177,659,,,,,,
B40A0534,001,27-01-1989,252,192,644,,,,,,
B40A0534,001,14-02-1989,253,193,643,,,,,,
B40A0534,001,27-02-1989,250,190,646,,,,,,
B40A0534,001,14-03-1989,235,175,661,,,,,,
B40A0534,001,28-03-1989,232,172,664,,,,,,
B40A0534,001,14-04-1989,230,170,666,,,,,,
B40A0534,001,28-04-1989,229,169,667,,,,,,
B40A0534,001,16-05-1989,235,175,661,,,,,,
B40A0534,001,29-05-1989,246,186,650,,,,,,
B40A0534,001,14-06-1989,247,187,649,,,,,,
B40A0534,001,28-06-1989,244,184,652,,,,,,
B40A0534,001,14-07-1989,243,183,653,,,,,,
B40A0534,001,28-07-1989,245,185,651,,,,,,
B40A0534,001,14-08-1989,241,181,655,,,,,,
B40A0534,001,28-08-1989,244,184,652,,,,,,
B40A0534,001,14-09-1989,238,178,658,,,,,,
B40A0534,001,29-09-1989,275,215,621,,,,,,
B40A0534,001,12-10-1989,254,194,642,,,,,,
B40A0534,001,27-10-1989,252,192,644,,,,,,
B40A0534,001,14-11-1989,264,204,632,,,,,,
B40A0534,001,28-11-1989,267,207,629,,,,,,
B40A0534,001,14-12-1989,274,214,622,,,,,,
B40A0534,001,28-12-1989,273,213,623,,,,,,
B40A0534,001,15-01-1990,260,200,636,,,,,,
B40A0534,001,29-01-1990,235,175,661,,,,,,
B40A0534,001,14-02-1990,222,162,674,,,,,,
B40A0534,001,28-02-1990,207,147,689,,,,,,
B40A0534,001,14-03-1990,238,178,658,,,,,,
B40A0534,001,28-03-1990,248,188,648,,,,,,
B40A0534,001,13-04-1990,233,173,663,,,,,,
B40A0534,001,27-04-1990,235,175,661,,,,,,
B40A0534,001,14-05-1990,228,168,668,,,,,,
B40A0534,001,28-05-1990,237,177,659,,,,,,
B40A0534,001,14-06-1990,239,179,657,,,,,,
B40A0534,001,28-06-1990,234,174,662,,,,,,
B40A0534,001,13-07-1990,235,175,661,,,,,,
B40A0534,001,27-07-1990,245,185,651,,,,,,
B40A0534,001,15-08-1990,259,199,637,,,,,,
B40A0534,001,29-08-1990,251,191,645,,,,,,
B40A0534,001,14-09-1990,249,189,647,,,,,,
B40A0534,001,28-09-1990,250,190,646,,,,,,
B40A0534,001,15-10-1990,248,188,648,,,,,,
B40A0534,001,29-10-1990,254,194,642,,,,,,
B40A0534,001,14-11-1990,234,174,662,,,,,,
B40A0534,001,28-11-1990,239,179,657,,,,,,
B40A0534,001,14-12-1990,236,176,660,,,,,,
B40A0534,001,28-12-1990,234,174,662,,,,,,
B40A0534,001,14-01-1991,237,177,659,,,,,,
B40A0534,001,28-01-1991,244,184,652,,,,,,
B40A0534,001,14-02-1991,268,208,628,,,,,,
B40A0534,001,28-02-1991,254,194,642,,,,,,
B40A0534,001,14-03-1991,265,205,631,,,,,,
B40A0534,001,28-03-1991,266,206,630,,,,,,
B40A0534,001,15-04-1991,253,193,643,,,,,,
B40A0534,001,26-04-1991,251,191,645,,,,,,
B40A0534,001,14-05-1991,247,187,649,,,,,,
B40A0534,001,28-05-1991,244,184,652,,,,,,
B40A0534,001,14-06-1991,244,184,652,,,,,,
B40A0534,001,28-06-1991,223,163,673,,,,,,
B40A0534,001,15-07-1991,244,184,652,,,,,,
B40A0534,001,29-07-1991,240,180,656,,,,,,
B40A0534,001,14-08-1991,244,184,652,,,,,,
B40A0534,001,28-08-1991,265,205,631,,,,,,
B40A0534,001,13-09-1991,270,210,626,,,,,,
B40A0534,001,27-09-1991,249,189,647,,,,,,
B40A0534,001,14-10-1991,262,202,634,,,,,,
B40A0534,001,28-10-1991,265,205,631,,,,,,
B40A0534,001,14-11-1991,236,176,660,,,,,,
B40A0534,001,28-11-1991,243,183,653,,,,,,
B40A0534,001,13-12-1991,270,210,626,,,,,,
B40A0534,001,30-12-1991,245,185,651,,,,,,
B40A0534,001,15-01-1992,249,189,647,,,,,,
B40A0534,001,28-01-1992,250,190,646,,,,,,
B40A0534,001,14-02-1992,239,179,657,,,,,,
B40A0534,001,28-02-1992,246,186,650,,,,,,
B40A0534,001,13-03-1992,209,149,687,,,,,,
B40A0534,001,27-03-1992,198,138,698,,,,,,
B40A0534,001,14-04-1992,223,163,673,,,,,,
B40A0534,001,28-04-1992,214,154,682,,,,,,
B40A0534,001,14-05-1992,216,156,680,,,,,,
B40A0534,001,27-05-1992,235,175,661,,,,,,
B40A0534,001,15-06-1992,224,164,672,,,,,,
B40A0534,001,26-06-1992,238,178,658,,,,,,
B40A0534,001,15-07-1992,237,177,659,,,,,,
B40A0534,001,29-07-1992,235,175,661,,,,,,
B40A0534,001,14-08-1992,234,174,662,,,,,,
