Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,28-07-1993,tot:,28-12-2000,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B40D0265,001,40DP9009,196840,430850,1225,28-07-1993,28-07-1993,14-01-2001,1273,48,975,875


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B40D0265,001,28-07-1993,402,354,871,,,,,,
B40D0265,001,13-08-1993,397,349,876,,,,,,
B40D0265,001,27-08-1993,407,359,866,,,,,,
B40D0265,001,14-09-1993,411,363,862,,,,,,
B40D0265,001,28-09-1993,395,347,878,,,,,,
B40D0265,001,15-10-1993,374,326,899,,,,,,
B40D0265,001,28-10-1993,353,305,920,,,,,,
B40D0265,001,15-11-1993,353,305,920,,,,,,
B40D0265,001,29-11-1993,366,318,907,,,,,,
B40D0265,001,14-12-1993,371,323,902,,,,,,
B40D0265,001,21-01-1994,188,140,1085,,,,,,
B40D0265,001,28-01-1994,192,144,1081,,,,,,
B40D0265,001,14-02-1994,250,202,1023,,,,,,
B40D0265,001,28-02-1994,286,238,987,,,,,,
B40D0265,001,14-03-1994,292,244,981,,,,,,
B40D0265,001,28-03-1994,268,220,1005,,,,,,
B40D0265,001,14-04-1994,246,198,1027,,,,,,
B40D0265,001,28-04-1994,260,212,1013,,,,,,
B40D0265,001,16-05-1994,303,255,970,,,,,,
B40D0265,001,27-05-1994,308,260,965,,,,,,
B40D0265,001,14-06-1994,288,240,985,,,,,,
B40D0265,001,28-06-1994,313,265,960,,,,,,
B40D0265,001,14-07-1994,337,289,936,,,,,,
B40D0265,001,15-08-1994,386,338,887,,,,,,
B40D0265,001,29-08-1994,391,343,882,,,,,,
B40D0265,001,14-09-1994,397,349,876,,,,,,
B40D0265,001,28-09-1994,385,337,888,,,,,,
B40D0265,001,13-10-1994,390,342,883,,,,,,
B40D0265,001,28-10-1994,405,357,868,,,,,,
B40D0265,001,14-11-1994,400,352,873,,,,,,
B40D0265,001,28-11-1994,395,347,878,,,,,,
B40D0265,001,14-12-1994,391,343,882,,,,,,
B40D0265,001,28-12-1994,363,315,910,,,,,,
B40D0265,001,13-01-1995,269,221,1004,,,,,,
B40D0265,001,14-02-1995,,,,O,,,,,
B40D0265,001,28-02-1995,,,,O,,,,,
B40D0265,001,14-03-1995,250,202,1023,,,,,,
B40D0265,001,28-03-1995,246,198,1027,,,,,,
B40D0265,001,13-04-1995,250,202,1023,,,,,,
B40D0265,001,28-04-1995,275,227,998,,,,,,
B40D0265,001,15-05-1995,301,253,972,,,,,,
B40D0265,001,29-05-1995,292,244,981,,,,,,
B40D0265,001,14-06-1995,281,233,992,,,,,,
B40D0265,001,28-06-1995,279,231,994,,,,,,
B40D0265,001,14-07-1995,321,273,952,,,,,,
B40D0265,001,27-07-1995,334,286,939,,,,,,
B40D0265,001,14-08-1995,364,316,909,,,,,,
B40D0265,001,28-08-1995,384,336,889,,,,,,
B40D0265,001,14-09-1995,390,342,883,,,,,,
B40D0265,001,28-09-1995,378,330,895,,,,,,
B40D0265,001,13-10-1995,377,329,896,,,,,,
B40D0265,001,27-10-1995,396,348,877,,,,,,
B40D0265,001,14-11-1995,418,370,855,,,,,,
B40D0265,001,28-11-1995,419,371,854,,,,,,
B40D0265,001,15-12-1995,427,379,846,,,,,,
B40D0265,001,27-12-1995,367,319,906,,,,,,
B40D0265,001,15-01-1996,351,303,922,,,,,,
B40D0265,001,29-01-1996,371,323,902,,,,,,
B40D0265,001,14-02-1996,393,345,880,,,,,,
B40D0265,001,28-02-1996,385,337,888,,,,,,
B40D0265,001,14-03-1996,396,348,877,,,,,,
B40D0265,001,28-03-1996,410,362,863,,,,,,
B40D0265,001,15-04-1996,420,372,853,,,,,,
B40D0265,001,26-04-1996,429,381,844,,,,,,
B40D0265,001,14-05-1996,444,396,829,,,,,,
B40D0265,001,28-05-1996,436,388,837,,,,,,
B40D0265,001,14-06-1996,412,364,861,,,,,,
B40D0265,001,28-06-1996,426,378,847,,,,,,
B40D0265,001,14-07-1996,434,386,839,,,,,,
B40D0265,001,28-07-1996,417,369,856,,,,,,
B40D0265,001,14-08-1996,420,372,853,,,,,,
B40D0265,001,28-08-1996,432,384,841,,,,,,
B40D0265,001,13-09-1996,436,388,837,,,,,,
B40D0265,001,14-10-1996,450,402,823,,,,,,
B40D0265,001,28-10-1996,459,411,814,,,,,,
B40D0265,001,14-11-1996,429,381,844,,,,,,
B40D0265,001,28-11-1996,364,316,909,,,,,,
B40D0265,001,13-12-1996,334,286,939,,,,,,
B40D0265,001,28-12-1996,334,286,939,,,,,,
B40D0265,001,14-01-1997,351,303,922,,,,,,
B40D0265,001,28-01-1997,369,321,904,,,,,,
B40D0265,001,14-02-1997,359,311,914,,,,,,
B40D0265,001,28-02-1997,,,,O,,,,,
B40D0265,001,14-03-1997,262,214,1011,,,,,,
B40D0265,001,27-03-1997,293,245,980,,,,,,
B40D0265,001,14-04-1997,326,278,947,,,,,,
B40D0265,001,28-04-1997,348,300,925,,,,,,
B40D0265,001,15-05-1997,361,313,912,,,,,,
B40D0265,001,28-05-1997,372,324,901,,,,,,
B40D0265,001,13-06-1997,390,342,883,,,,,,
B40D0265,001,27-06-1997,393,345,880,,,,,,
B40D0265,001,14-07-1997,367,319,906,,,,,,
B40D0265,001,14-08-1997,370,322,903,,,,,,
B40D0265,001,28-08-1997,387,339,886,,,,,,
B40D0265,001,12-09-1997,406,358,867,,,,,,
B40D0265,001,29-09-1997,429,381,844,,,,,,
B40D0265,001,14-10-1997,445,397,828,,,,,,
B40D0265,001,28-10-1997,455,407,818,,,,,,
B40D0265,001,14-11-1997,467,419,806,,,,,,
B40D0265,001,27-11-1997,472,424,801,,,,,,
B40D0265,001,15-12-1997,476,428,797,,,,,,
B40D0265,001,29-12-1997,416,368,857,,,,,,
B40D0265,001,15-01-1998,343,295,930,,,,,,
B40D0265,001,28-01-1998,337,289,936,,,,,,
B40D0265,001,13-02-1998,356,308,917,,,,,,
B40D0265,001,02-03-1998,383,335,890,,,,,,
B40D0265,001,13-03-1998,361,313,912,,,,,,
B40D0265,001,27-03-1998,354,306,919,,,,,,
B40D0265,001,14-04-1998,352,304,921,,,,,,
B40D0265,001,14-05-1998,350,302,923,,,,,,
B40D0265,001,28-05-1998,370,322,903,,,,,,
B40D0265,001,15-06-1998,372,324,901,,,,,,
B40D0265,001,29-06-1998,385,337,888,,,,,,
B40D0265,001,14-07-1998,399,351,874,,,,,,
B40D0265,001,28-07-1998,412,364,861,,,,,,
B40D0265,001,14-08-1998,436,388,837,,,,,,
B40D0265,001,27-08-1998,451,403,822,,,,,,
B40D0265,001,16-09-1998,441,393,832,,,,,,
B40D0265,001,28-09-1998,397,349,876,,,,,,
B40D0265,001,14-10-1998,390,342,883,,,,,,
B40D0265,001,29-10-1998,348,300,925,,,,,,
B40D0265,001,14-01-1999,269,221,1004,,,,,,
B40D0265,001,28-01-1999,285,237,988,,,,,,
B40D0265,001,12-02-1999,278,230,995,,,,,,
B40D0265,001,29-03-1999,243,195,1030,,,,,,
B40D0265,001,14-04-1999,255,207,1018,,,,,,
B40D0265,001,28-04-1999,245,197,1028,,,,,,
B40D0265,001,17-05-1999,280,232,993,,,,,,
B40D0265,001,14-02-2000,254,206,1019,,,,,,
B40D0265,001,29-02-2000,219,171,1054,,,,,,
B40D0265,001,14-03-2000,191,143,1082,,,,,,
B40D0265,001,28-03-2000,257,209,1016,,,,,,
B40D0265,001,14-04-2000,251,203,1022,,,,,,
B40D0265,001,28-04-2000,278,230,995,,,,,,
B40D0265,001,15-05-2000,323,275,950,,,,,,
B40D0265,001,30-05-2000,331,283,942,,,,,,
B40D0265,001,14-06-2000,333,285,940,,,,,,
B40D0265,001,28-06-2000,352,304,921,,,,,,
B40D0265,001,14-07-2000,365,317,908,,,,,,
B40D0265,001,28-07-2000,350,302,923,,,,,,
B40D0265,001,14-08-2000,347,299,926,,,,,,
B40D0265,001,30-08-2000,357,309,916,,,,,,
B40D0265,001,14-09-2000,370,322,903,,,,,,
B40D0265,001,28-09-2000,375,327,898,,,,,,
B40D0265,001,13-10-2000,477,429,796,,,,,,
B40D0265,001,12-12-2000,330,282,943,,,,,,
B40D0265,001,28-12-2000,328,280,945,,,,,,
