Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-11-2021,,,,,,,,
Gegevens beschikbaar:,17-07-2012,tot:,31-12-2019,,,,,,,,
Datum: ,02-11-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B39H3488,002,,173171,436766,690,02-02-2012,02-02-2012,31-12-2019,756,66,456,356


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B39H3488,002,17-07-2012,162,96,594,,,,,,
B39H3488,002,18-07-2012,162,96,594,,,,,,
B39H3488,002,19-07-2012,160,94,596,,,,,,
B39H3488,002,20-07-2012,161,95,595,,,,,,
B39H3488,002,21-07-2012,164,98,592,,,,,,
B39H3488,002,22-07-2012,167,101,589,,,,,,
B39H3488,002,23-07-2012,169,103,587,,,,,,
B39H3488,002,24-07-2012,171,105,585,,,,,,
B39H3488,002,25-07-2012,172,106,584,,,,,,
B39H3488,002,26-07-2012,174,108,582,,,,,,
B39H3488,002,27-07-2012,175,109,581,,,,,,
B39H3488,002,28-07-2012,175,109,581,,,,,,
B39H3488,002,29-07-2012,175,109,581,,,,,,
B39H3488,002,30-07-2012,177,111,579,,,,,,
B39H3488,002,31-07-2012,178,112,578,,,,,,
B39H3488,002,01-08-2012,180,114,576,,,,,,
B39H3488,002,02-08-2012,180,114,576,,,,,,
B39H3488,002,03-08-2012,181,115,575,,,,,,
B39H3488,002,04-08-2012,182,116,574,,,,,,
B39H3488,002,05-08-2012,183,117,573,,,,,,
B39H3488,002,06-08-2012,184,118,572,,,,,,
B39H3488,002,07-08-2012,186,120,570,,,,,,
B39H3488,002,08-08-2012,187,121,569,,,,,,
B39H3488,002,09-08-2012,189,123,567,,,,,,
B39H3488,002,10-08-2012,190,124,566,,,,,,
B39H3488,002,11-08-2012,191,125,565,,,,,,
B39H3488,002,12-08-2012,192,126,564,,,,,,
B39H3488,002,13-08-2012,193,127,563,,,,,,
B39H3488,002,14-08-2012,193,127,563,,,,,,
B39H3488,002,15-08-2012,194,128,562,,,,,,
B39H3488,002,16-08-2012,194,128,562,,,,,,
B39H3488,002,17-08-2012,196,130,560,,,,,,
B39H3488,002,18-08-2012,197,131,559,,,,,,
B39H3488,002,19-08-2012,197,131,559,,,,,,
B39H3488,002,20-08-2012,199,133,557,,,,,,
B39H3488,002,21-08-2012,199,133,557,,,,,,
B39H3488,002,22-08-2012,200,134,556,,,,,,
B39H3488,002,23-08-2012,200,134,556,,,,,,
B39H3488,002,24-08-2012,201,135,555,,,,,,
B39H3488,002,25-08-2012,202,136,554,,,,,,
B39H3488,002,26-08-2012,200,134,556,,,,,,
B39H3488,002,27-08-2012,199,133,557,,,,,,
B39H3488,002,28-08-2012,200,134,556,,,,,,
B39H3488,002,29-08-2012,202,136,554,,,,,,
B39H3488,002,30-08-2012,203,137,553,,,,,,
B39H3488,002,31-08-2012,200,134,556,,,,,,
B39H3488,002,01-09-2012,201,135,555,,,,,,
B39H3488,002,02-09-2012,202,136,554,,,,,,
B39H3488,002,03-09-2012,203,137,553,,,,,,
B39H3488,002,04-09-2012,203,137,553,,,,,,
B39H3488,002,05-09-2012,203,137,553,,,,,,
B39H3488,002,06-09-2012,218,152,538,,,,,,
B39H3488,002,07-09-2012,219,153,537,,,,,,
B39H3488,002,08-09-2012,219,153,537,,,,,,
B39H3488,002,09-09-2012,219,153,537,,,,,,
B39H3488,002,10-09-2012,210,144,546,,,,,,
B39H3488,002,11-09-2012,204,138,552,,,,,,
B39H3488,002,12-09-2012,204,138,552,,,,,,
B39H3488,002,13-09-2012,205,139,551,,,,,,
B39H3488,002,14-09-2012,205,139,551,,,,,,
B39H3488,002,15-09-2012,205,139,551,,,,,,
B39H3488,002,16-09-2012,205,139,551,,,,,,
B39H3488,002,17-09-2012,206,140,550,,,,,,
B39H3488,002,18-09-2012,205,139,551,,,,,,
B39H3488,002,19-09-2012,205,139,551,,,,,,
B39H3488,002,20-09-2012,206,140,550,,,,,,
B39H3488,002,21-09-2012,206,140,550,,,,,,
B39H3488,002,22-09-2012,207,141,549,,,,,,
B39H3488,002,23-09-2012,208,142,548,,,,,,
B39H3488,002,24-09-2012,202,136,554,,,,,,
B39H3488,002,25-09-2012,201,135,555,,,,,,
B39H3488,002,26-09-2012,196,130,560,,,,,,
B39H3488,002,27-09-2012,198,132,558,,,,,,
B39H3488,002,28-09-2012,197,131,559,,,,,,
B39H3488,002,29-09-2012,197,131,559,,,,,,
B39H3488,002,30-09-2012,198,132,558,,,,,,
B39H3488,002,01-10-2012,198,132,558,,,,,,
B39H3488,002,02-10-2012,198,132,558,,,,,,
B39H3488,002,03-10-2012,197,131,559,,,,,,
B39H3488,002,04-10-2012,187,121,569,,,,,,
B39H3488,002,05-10-2012,183,117,573,,,,,,
B39H3488,002,06-10-2012,179,113,577,,,,,,
B39H3488,002,07-10-2012,180,114,576,,,,,,
B39H3488,002,08-10-2012,182,116,574,,,,,,
B39H3488,002,09-10-2012,183,117,573,,,,,,
B39H3488,002,10-10-2012,185,119,571,,,,,,
B39H3488,002,11-10-2012,187,121,569,,,,,,
B39H3488,002,12-10-2012,184,118,572,,,,,,
B39H3488,002,13-10-2012,184,118,572,,,,,,
B39H3488,002,14-10-2012,178,112,578,,,,,,
B39H3488,002,15-10-2012,180,114,576,,,,,,
B39H3488,002,16-10-2012,179,113,577,,,,,,
B39H3488,002,17-10-2012,177,111,579,,,,,,
B39H3488,002,18-10-2012,177,111,579,,,,,,
B39H3488,002,19-10-2012,177,111,579,,,,,,
B39H3488,002,20-10-2012,178,112,578,,,,,,
B39H3488,002,21-10-2012,179,113,577,,,,,,
B39H3488,002,22-10-2012,179,113,577,,,,,,
B39H3488,002,23-10-2012,180,114,576,,,,,,
